Account,AccountType,Computer,EventSourceName,Channel,Task,Level,EventData,EventID,Activity,SourceComputerId,EventOriginId,TimeCollected [UTC],AccessList,AccessMask,AdditionalInfo,AdditionalInfo2,AuthenticationPackageName,CallerProcessId,RelativeTargetName
CONTOSO\CLIENTPC$,Machine,ClientPc.Contoso.Azure,Microsoft-Windows-Security-Auditing,Security,12800,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VICTIMPC$</Data>
  <Data Name=""SubjectDomainName"">CONTOSO</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ObjectServer"">Security</Data>
  <Data Name=""ObjectType"">File</Data>
  <Data Name=""ObjectName"">C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\Temp\PSScriptOutputs\PSScript_Stderr_{6C8F3EC3-E2DF-4561-93DA-611598C47952}.txt</Data>
  <Data Name=""HandleId"">0x284</Data>
  <Data Name=""RelativeTargetName"">583da945-62af-10e8-4902-a8f205c72b2e</Data>
  <Data Name=""AccessList"">%%4418 				</Data>
  <Data Name=""AccessMask"">0x10000</Data>
  <Data Name=""ProcessId"">0x1498</Data>
  <Data Name=""ProcessName"">C:\Program Files\Windows Defender Advanced Threat Protection\SenseIR.exe</Data>
  <Data Name=""ResourceAttributes"">S:AI</Data>
</EventData>",5145,5145 - A network share object was checked to see whether client can be granted desired access.,f6638b82-98a5-4542-8bec-6bc0977f793f,3104d44c-3956-4b4c-ba3a-15c834a6f6e4,"4/16/2021, 8:46:42.862 AM","%%4418 				",0x10000,,,NTLM,,583da945-62af-10e8-4902-a8f205c72b2e
NT AUTHORITY\LOCAL SERVICE,User,VictimPc.Contoso.Azure,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker/EXE and DLL,0,4,"<UserData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <RuleAndFileData xmlns=""http://schemas.microsoft.com/schemas/event/Microsoft.Windows/1.0.0.0"">
    <PolicyNameLength>3</PolicyNameLength>
    <PolicyName>EXE</PolicyName>
    <RuleId>{62747072-f4a5-4af7-a15f-a2def5ff577a}</RuleId>
    <RuleNameLength>24</RuleNameLength>
    <RuleName>(Default Rule) All Exe's</RuleName>
    <RuleSddlLength>48</RuleSddlLength>
    <RuleSddl>D:(XA;;FX;;;S-1-1-0;(APPID://PATH Contains ""*""))</RuleSddl>
    <TargetUser>S-1-5-19</TargetUser>
    <TargetProcessId>7136</TargetProcessId>
    <FilePathLength>34</FilePathLength>
    <FilePath>%SYSTEM32%\APPIDCERTSTORECHECK.EXE</FilePath>
    <FileHashLength>32</FileHashLength>
    <FileHash>E649E7E40B3CFC0011491AE742A6E8E697C7A48033F49DB9BA714A2891B99818</FileHash>
    <FqbnLength>131</FqbnLength>
    <Fqbn>O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US\MICROSOFT® WINDOWS® OPERATING SYSTEM\APPIDCERTSTORECHECK.EXE\10.0.18362.1474</Fqbn>
    <TargetLogonId>0x3e5</TargetLogonId>
    <FullFilePathLength>43</FullFilePathLength>
    <FullFilePath>C:\windows\system32\appidcertstorecheck.exe</FullFilePath>
  </RuleAndFileData>
</UserData>",8002,8002 - A process was allowed to run.,f6638b82-98a5-4542-8bec-6bc0977f793f,09fe1526-7583-4b2d-a6fb-110527cfd993,"4/16/2021, 9:15:55.623 AM",,,,,,,
NT AUTHORITY\LOCAL SERVICE,User,VictimPc.Contoso.Azure,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker/EXE and DLL,0,4,"<UserData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <RuleAndFileData xmlns=""http://schemas.microsoft.com/schemas/event/Microsoft.Windows/1.0.0.0"">
    <PolicyNameLength>3</PolicyNameLength>
    <PolicyName>EXE</PolicyName>
    <RuleId>{62747072-f4a5-4af7-a15f-a2def5ff577a}</RuleId>
    <RuleNameLength>24</RuleNameLength>
    <RuleName>(Default Rule) All Exe's</RuleName>
    <RuleSddlLength>48</RuleSddlLength>
    <RuleSddl>D:(XA;;FX;;;S-1-1-0;(APPID://PATH Contains ""*""))</RuleSddl>
    <TargetUser>S-1-5-19</TargetUser>
    <TargetProcessId>9136</TargetProcessId>
    <FilePathLength>22</FilePathLength>
    <FilePath>%SYSTEM32%\CONHOST.EXE</FilePath>
    <FileHashLength>32</FileHashLength>
    <FileHash>4EBD055259246462DAC7548F383C8987FC48BBCD872386311C3DB85F2D165663</FileHash>
    <FqbnLength>117</FqbnLength>
    <Fqbn>O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US\MICROSOFT® WINDOWS® OPERATING SYSTEM\CONHOST.EXE\10.0.18362.01</Fqbn>
    <TargetLogonId>0x3e5</TargetLogonId>
    <FullFilePathLength>32</FullFilePathLength>
    <FullFilePath>\SystemRoot\System32\Conhost.exe</FullFilePath>
  </RuleAndFileData>
</UserData>",8002,8002 - A process was allowed to run.,f6638b82-98a5-4542-8bec-6bc0977f793f,ba031d91-b7d5-4316-a91d-4e17a2e5653c,"4/16/2021, 9:15:55.623 AM",,,,,,,
CONTOSO\VICTIMPC$,Machine,VictimPc.Contoso.Azure,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,f6638b82-98a5-4542-8bec-6bc0977f793f,385d6080-092d-4df3-8d4f-31e01274c8b7,"4/16/2021, 9:15:55.623 AM",,,,,,,
NT AUTHORITY\LOCAL SERVICE,Machine,VictimPc.Contoso.Azure,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,f6638b82-98a5-4542-8bec-6bc0977f793f,2e8f8e0d-c463-4f58-b0ff-3014b1cbd01d,"4/16/2021, 9:15:55.623 AM",,,,,,,
NT AUTHORITY\SYSTEM,User,TrustedVMDemo,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker/EXE and DLL,0,4,"<UserData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <RuleAndFileData xmlns=""http://schemas.microsoft.com/schemas/event/Microsoft.Windows/1.0.0.0"">
    <PolicyNameLength>3</PolicyNameLength>
    <PolicyName>EXE</PolicyName>
    <RuleId>{327150ba-728c-4179-9814-200b0861a0e4}</RuleId>
    <RuleNameLength>24</RuleNameLength>
    <RuleName>(Default Rule) All Exe's</RuleName>
    <RuleSddlLength>48</RuleSddlLength>
    <RuleSddl>D:(XA;;FX;;;S-1-1-0;(APPID://PATH Contains ""*""))</RuleSddl>
    <TargetUser>S-1-5-18</TargetUser>
    <TargetProcessId>3272</TargetProcessId>
    <FilePathLength>22</FilePathLength>
    <FilePath>%SYSTEM32%\CSCRIPT.EXE</FilePath>
    <FileHashLength>32</FileHashLength>
    <FileHash>7EA894876FF19F8E2B3D2803BE3D3317FDFD23297BCACC116D79230C8A9E1741</FileHash>
    <FqbnLength>116</FqbnLength>
    <Fqbn>O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US\MICROSOFT ® WINDOWS SCRIPT HOST\CSCRIPT.EXE\5.812.10240.16384</Fqbn>
    <TargetLogonId>0x3e7</TargetLogonId>
    <FullFilePathLength>31</FullFilePathLength>
    <FullFilePath>C:\Windows\system32\cscript.exe</FullFilePath>
  </RuleAndFileData>
</UserData>",8002,8002 - A process was allowed to run.,9fdb88c2-0847-4e6c-bb54-92cc2bb00996,2f70b662-0576-4e8f-91c6-11da9cef9716,"4/16/2021, 9:17:09.881 AM",,,,,,,
NT AUTHORITY\SYSTEM,User,TrustedVMDemo,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker/EXE and DLL,0,4,"<UserData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <RuleAndFileData xmlns=""http://schemas.microsoft.com/schemas/event/Microsoft.Windows/1.0.0.0"">
    <PolicyNameLength>3</PolicyNameLength>
    <PolicyName>EXE</PolicyName>
    <RuleId>{327150ba-728c-4179-9814-200b0861a0e4}</RuleId>
    <RuleNameLength>24</RuleNameLength>
    <RuleName>(Default Rule) All Exe's</RuleName>
    <RuleSddlLength>48</RuleSddlLength>
    <RuleSddl>D:(XA;;FX;;;S-1-1-0;(APPID://PATH Contains ""*""))</RuleSddl>
    <TargetUser>S-1-5-18</TargetUser>
    <TargetProcessId>3880</TargetProcessId>
    <FilePathLength>22</FilePathLength>
    <FilePath>%SYSTEM32%\CONHOST.EXE</FilePath>
    <FileHashLength>32</FileHashLength>
    <FileHash>CA6FB9951D41C3FE1496D7C74839E9441FA53D3C42429E1AED17BD9E899CAD6F</FileHash>
    <FqbnLength>119</FqbnLength>
    <Fqbn>O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US\MICROSOFT® WINDOWS® OPERATING SYSTEM\CONHOST.EXE\10.0.17763.1790</Fqbn>
    <TargetLogonId>0x3e7</TargetLogonId>
    <FullFilePathLength>32</FullFilePathLength>
    <FullFilePath>\SystemRoot\System32\Conhost.exe</FullFilePath>
  </RuleAndFileData>
</UserData>",8002,8002 - A process was allowed to run.,9fdb88c2-0847-4e6c-bb54-92cc2bb00996,c658b483-b06e-4f90-9766-769fc6faec1a,"4/16/2021, 9:17:09.881 AM",,,,,,,
WORKGROUP\TrustedVMDemo$,Machine,TrustedVMDemo,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,9fdb88c2-0847-4e6c-bb54-92cc2bb00996,7f6904cd-84f1-4e83-8201-62e0b787042c,"4/16/2021, 9:17:09.881 AM",,,,,,,
WORKGROUP\TrustedVMDemo$,Machine,TrustedVMDemo,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,9fdb88c2-0847-4e6c-bb54-92cc2bb00996,bbd976fc-3fe1-45f3-928b-ee2b503c637a,"4/16/2021, 9:17:09.881 AM",,,,,,,
,,TrustedVMDemo,Microsoft-Windows-Security-Auditing,Security,13824,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">TrustedVMDemo$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""TargetName"">SQLADS:*</Data>
  <Data Name=""Type"">0</Data>
  <Data Name=""CountOfCredentialsReturned"">0</Data>
  <Data Name=""ReadOperation"">%%8100</Data>
  <Data Name=""ReturnCode"">3221226021</Data>
  <Data Name=""ProcessCreationTime"">2021-04-14T17:28:19.422752600Z</Data>
  <Data Name=""ClientProcessId"">2908</Data>
</EventData>",5379,5379,9fdb88c2-0847-4e6c-bb54-92cc2bb00996,b81d1c64-82bf-4a66-b43a-25a18d1c3c19,"4/16/2021, 9:17:09.881 AM",,,,,,,
WORKGROUP\TrustedVMDemo$,Machine,TrustedVMDemo,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,9fdb88c2-0847-4e6c-bb54-92cc2bb00996,adf9be15-46b7-47be-8371-a504bd42c5f4,"4/16/2021, 9:17:09.881 AM",,,,,,,
NT AUTHORITY\SYSTEM,User,TrustedVMDemo,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker/EXE and DLL,0,4,"<UserData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <RuleAndFileData xmlns=""http://schemas.microsoft.com/schemas/event/Microsoft.Windows/1.0.0.0"">
    <PolicyNameLength>3</PolicyNameLength>
    <PolicyName>EXE</PolicyName>
    <RuleId>{327150ba-728c-4179-9814-200b0861a0e4}</RuleId>
    <RuleNameLength>24</RuleNameLength>
    <RuleName>(Default Rule) All Exe's</RuleName>
    <RuleSddlLength>48</RuleSddlLength>
    <RuleSddl>D:(XA;;FX;;;S-1-1-0;(APPID://PATH Contains ""*""))</RuleSddl>
    <TargetUser>S-1-5-18</TargetUser>
    <TargetProcessId>6824</TargetProcessId>
    <FilePathLength>28</FilePathLength>
    <FilePath>%SYSTEM32%\WBEM\WMIPRVSE.EXE</FilePath>
    <FileHashLength>32</FileHashLength>
    <FileHash>396DDF55D2A25F460AA96436859A9B82FFC581F1DE9DE425E6168F1D73D03AA5</FileHash>
    <FqbnLength>118</FqbnLength>
    <Fqbn>O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US\MICROSOFT® WINDOWS® OPERATING SYSTEM\WMIPRVSE.EXE\10.0.17763.01</Fqbn>
    <TargetLogonId>0x3e7</TargetLogonId>
    <FullFilePathLength>37</FullFilePathLength>
    <FullFilePath>C:\Windows\system32\wbem\wmiprvse.exe</FullFilePath>
  </RuleAndFileData>
</UserData>",8002,8002 - A process was allowed to run.,9fdb88c2-0847-4e6c-bb54-92cc2bb00996,44ba7a56-fe2f-4dc4-8d91-c5b4689b3790,"4/16/2021, 9:17:09.881 AM",,,,,,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,1d0e5844-78a0-4c10-b57d-542f63ac2284,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\SERVER,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,a78d9fa6-9506-4156-bbac-f57de9753b12,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,e61bd567-276d-400d-b13d-0b4557668df1,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\administrator,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,0b717bf9-01f1-4ebe-aa89-e9cd981cabef,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,e670311d-c87f-46e5-bbf3-8eaff97d433e,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,1e8f14b1-3ca6-4644-95fd-5c6ee5e5580a,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,a3dec98d-e1af-4bfe-b4e4-04c65917ca41,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\TEST,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,371e9b90-1712-472a-a42c-48e152f3b43e,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\webadminuser,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,ee974d4a-27e7-478b-b6fb-36a0c0498491,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\VEEAM,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,e5d42939-cd6f-49f5-a42a-5ab2364de2f4,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRADOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,3a7dcd60-8b05-4d5f-ba60-1ad6a585f238,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\marcelo,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,1b93ceb9-c3fe-48a5-a5bc-847208222a2c,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,eaff5596-56ed-476f-bd38-a1a963369b0c,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,6fbda712-1df3-4c49-8131-648bfe93f9d2,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,7aa547ba-8469-4f71-8f2e-83b769ce1309,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,c4bfdb86-1b8e-4de5-a338-71c079295009,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,effdf36e-0b48-4381-830b-d5c1eaae56a7,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,c6212810-a75c-4533-a4b5-e59354a22b06,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,5f2f62f7-e9f3-442f-9f43-ebd2843220aa,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,a281a655-484b-4def-8e74-08c40e9ee3b7,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,9ba75a1b-4b95-4ffc-81ed-1f20edfab632,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\user18,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,0bdb2a5a-9b36-44f2-bba2-165a22896e46,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,d2f3cc54-0a33-4ced-abbd-02623a2f96ba,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\ADMIN,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,1f1e6188-d9d6-47ec-bc2c-a9af7f94ee9d,"4/16/2021, 9:18:58.129 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,d49501ff-6972-42c4-99ab-46beb39519c9,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,7c80f327-7a79-4170-9c7c-66e31fe418bf,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,92fc7c07-d515-4219-8aa8-552ff7cd7190,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,acc5f42f-25c9-4b0b-85b7-b2bf8ba3b3e0,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,0b72faa8-f37f-4894-ae73-6143c7a6ceca,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\ADMIN,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,a202a0f8-3176-4daa-84a3-48ce6b66ea9b,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\VPN,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,a8c37aa9-0ac3-4f8d-9949-af063b68c9e7,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,186849e0-1378-4435-95ad-ec62eaaab8dd,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,988ce9cd-a463-4ad3-b90e-e7b2a485ee6e,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,d4a67b73-bbbc-40aa-a76e-0d1c79b992c3,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,a18dd436-9638-4573-96a3-6a81785cece0,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,5e206dc3-4ef9-43be-a856-19d541085fc2,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,929fbd13-5c76-496e-bab5-67db856f3f42,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\OJOHNSON,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,b5bd7dfe-ceee-4491-b2d0-0cad3b8bde71,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
SHIR-Hive\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,52e70cf7-4fd2-478b-ab8b-e21790590738,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,8c1daf4a-e8cb-41e0-a4fb-2d02ae9f886b,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,592c3258-30be-4fa9-8a36-45797d91dc62,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,5f3a64f8-f2d0-42ce-be5e-48f3a76eb7f0,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
SHIR-Hive\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,95822958-e34a-4d81-9d86-b42636a06c36,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
,,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,13824,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">SHIR-Hive$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""TargetName"">SQLADS:*</Data>
  <Data Name=""Type"">0</Data>
  <Data Name=""CountOfCredentialsReturned"">0</Data>
  <Data Name=""ReadOperation"">%%8100</Data>
  <Data Name=""ReturnCode"">3221226021</Data>
  <Data Name=""ProcessCreationTime"">2021-03-29T15:51:56.5253075Z</Data>
  <Data Name=""ClientProcessId"">2884</Data>
</EventData>",5379,5379,df6a58ab-e4d5-47e3-853f-26e261ec7efb,deea6189-4bae-4055-a571-e39076e887c5,"4/16/2021, 9:20:55.723 AM",,,,,,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,bb4db752-bc7a-44a2-a848-8a1a848867aa,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\ADMIN,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,10171458-e743-4cfd-80c7-c742c9a8dc57,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
SHIR-HIVE\Administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,a84b8599-8a8e-46d5-ae7e-da9cc55793cc,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
\CHRIS,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,4568cd9b-75b8-4e29-a37a-47294e38023b,"4/16/2021, 9:20:55.723 AM",,,,,NTLM,,
