Role,Name,Parameters,OrgM,Priority
Data Loss Prevention,Remove-DlpPolicy,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,Remove-DataClassification,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,Remove-CompliancePolicySyncNotification,Confirm;Force;WhatIf,1,25
Data Loss Prevention,Remove-ClassificationRuleCollection,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,New-TransportRule,ActivationDate;AdComparisonAttribute;AdComparisonOperator;AddManagerAsRecipientType;AddToRecipients;AnyOfCcHeader;AnyOfCcHeaderMemberOf;AnyOfRecipientAddressContainsWords;AnyOfRecipientAddressMatchesPatterns;AnyOfToCcHeader;AnyOfToCcHeaderMemberOf;AnyOfToHeader;AnyOfToHeaderMemberOf;ApplyClassification;ApplyHtmlDisclaimerFallbackAction;ApplyHtmlDisclaimerLocation;ApplyHtmlDisclaimerText;ApplyRightsProtectionTemplate;AttachmentContainsWords;AttachmentExtensionMatchesWords;AttachmentHasExecutableContent;AttachmentIsPasswordProtected;AttachmentIsUnsupported;AttachmentMatchesPatterns;AttachmentNameMatchesPatterns;AttachmentProcessingLimitExceeded;AttachmentPropertyContainsWords;AttachmentSizeOver;BetweenMemberOf1;BetweenMemberOf2;BlindCopyTo;Comments;Confirm;ContentCharacterSetContainsWords;CopyTo;Debug;DeleteMessage;Disconnect;DlpPolicy;DomainController;Enabled;ErrorAction;ErrorVariable;ExceptIfAdComparisonAttribute;ExceptIfAdComparisonOperator;ExceptIfAnyOfCcHeader;ExceptIfAnyOfCcHeaderMemberOf;ExceptIfAnyOfRecipientAddressContainsWords;ExceptIfAnyOfRecipientAddressMatchesPatterns;ExceptIfAnyOfToCcHeader;ExceptIfAnyOfToCcHeaderMemberOf;ExceptIfAnyOfToHeader;ExceptIfAnyOfToHeaderMemberOf;ExceptIfAttachmentContainsWords;ExceptIfAttachmentExtensionMatchesWords;ExceptIfAttachmentHasExecutableContent;ExceptIfAttachmentIsPasswordProtected;ExceptIfAttachmentIsUnsupported;ExceptIfAttachmentMatchesPatterns;ExceptIfAttachmentNameMatchesPatterns;ExceptIfAttachmentProcessingLimitExceeded;ExceptIfAttachmentPropertyContainsWords;ExceptIfAttachmentSizeOver;ExceptIfBetweenMemberOf1;ExceptIfBetweenMemberOf2;ExceptIfContentCharacterSetContainsWords;ExceptIfFrom;ExceptIfFromAddressContainsWords;ExceptIfFromAddressMatchesPatterns;ExceptIfFromMemberOf;ExceptIfFromScope;ExceptIfHasClassification;ExceptIfHasNoClassification;ExceptIfHasSenderOverride;ExceptIfHeaderContainsMessageHeader;ExceptIfHeaderContainsWords;ExceptIfHeaderMatchesMessageHeader;ExceptIfHeaderMatchesPatterns;ExceptIfManagerAddresses;ExceptIfManagerForEvaluatedUser;ExceptIfMessageContainsAllDataClassifications;ExceptIfMessageContainsDataClassifications;ExceptIfMessageSizeOver;ExceptIfMessageTypeMatches;ExceptIfRecipientADAttributeContainsWords;ExceptIfRecipientADAttributeMatchesPatterns;ExceptIfRecipientAddressContainsWords;ExceptIfRecipientAddressMatchesPatterns;ExceptIfRecipientDomainIs;ExceptIfSCLOver;ExceptIfSenderADAttributeContainsWords;ExceptIfSenderADAttributeMatchesPatterns;ExceptIfSenderDomainIs;ExceptIfSenderIpRanges;ExceptIfSenderManagementRelationship;ExceptIfSentTo;ExceptIfSentToMemberOf;ExceptIfSentToScope;ExceptIfSubjectContainsWords;ExceptIfSubjectMatchesPatterns;ExceptIfSubjectOrBodyContainsWords;ExceptIfSubjectOrBodyMatchesPatterns;ExceptIfWithImportance;ExpiryDate;From;FromAddressContainsWords;FromAddressMatchesPatterns;FromMemberOf;FromScope;GenerateIncidentReport;GenerateNotification;HasClassification;HasNoClassification;HasSenderOverride;HeaderContainsMessageHeader;HeaderContainsWords;HeaderMatchesMessageHeader;HeaderMatchesPatterns;IncidentReportContent;LogEventText;ManagerAddresses;ManagerForEvaluatedUser;MessageContainsAllDataClassifications;MessageContainsDataClassifications;MessageSizeOver;MessageTypeMatches;Mode;ModerateMessageByManager;ModerateMessageByUser;Name;NotifySender;OutBuffer;OutVariable;PrependSubject;Priority;Quarantine;RecipientADAttributeContainsWords;RecipientADAttributeMatchesPatterns;RecipientAddressContainsWords;RecipientAddressMatchesPatterns;RecipientDomainIs;RedirectMessageTo;RejectMessageEnhancedStatusCode;RejectMessageReasonText;RemoveHeader;RouteMessageOutboundRequireTls;RuleErrorAction;RuleSubType;SCLOver;SenderADAttributeContainsWords;SenderADAttributeMatchesPatterns;SenderAddressLocation;SenderDomainIs;SenderIpRanges;SenderManagementRelationship;SentTo;SentToMemberOf;SentToScope;SetAuditSeverity;SetHeaderName;SetHeaderValue;SetSCL;SmtpRejectMessageRejectStatusCode;SmtpRejectMessageRejectText;StopRuleProcessing;SubjectContainsWords;SubjectMatchesPatterns;SubjectOrBodyContainsWords;SubjectOrBodyMatchesPatterns;UseLegacyRegex;Verbose;WarningAction;WarningVariable;WhatIf;WithImportance,1,25
Data Loss Prevention,New-ProtectionServicePolicy,Debug,1,25
Data Loss Prevention,New-ProtectionAlert,Debug,1,25
Data Loss Prevention,New-PolicyTipConfig,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Value;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,New-InterceptorRule,Action;Condition;Confirm;CreatedBy;CustomResponseCode;CustomResponseString;Dag;Debug;Description;DomainController;ErrorAction;ErrorVariable;Event;ExpireTime;Forest;Identity;Key;Name;OutBuffer;OutVariable;Path;Server;Site;Source;TimeInterval;Value;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,New-Fingerprint,Confirm;Debug;Description;ErrorAction;ErrorVariable;FileData;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,New-DlpPolicy,Confirm;Debug;Description;DomainController;ErrorAction;ErrorVariable;Mode;Name;OutBuffer;OutVariable;Parameters;State;Template;TemplateData;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,New-DataClassification,ClassificationRuleCollectionIdentity;Confirm;Debug;Description;DomainController;ErrorAction;ErrorVariable;Fingerprints;Locale;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,New-CompliancePolicySyncNotification,Confirm;Force;Identity;SyncChangeInfos;SyncSvcUrl;WarningVariable;WhatIf;Workload,1,25
Data Loss Prevention,New-ClassificationRuleCollection,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;FileData;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,New-ActivityAlert,Debug;DomainController,1,25
Data Loss Prevention,Import-TransportRuleCollection,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;FileData;Force;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,Import-DlpPolicyTemplate,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;FileData;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,Import-DlpPolicyCollection,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;FileData;Force;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,Get-TransportRulePredicate,Debug;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-TransportRuleAction,Debug;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-TransportRule,Debug;DlpPolicy;DomainController;ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;ResultSize;State;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-Recipient,Anr;BookmarkDisplayName;Credential;Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;IgnoreDefaultScope;IncludeBookmarkObject;IncludeSoftDeletedRecipients;OrganizationalUnit;OutBuffer;OutVariable;Properties;PropertySet;ReadFromDomainController;RecipientPreviewFilter;RecipientType;RecipientTypeDetails;ResultSize;SortBy;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-RMSTemplate,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ResultSize;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-ProtectionAlert,Debug,1,25
Data Loss Prevention,Get-PolicyTipConfig,Action;Debug;DomainController;ErrorAction;ErrorVariable;Identity;Locale;Original;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-MessageClassification,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeLocales;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-InterceptorRule,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,Get-DomainController,Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-DlpPolicyTemplate,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-DlpPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-DlpKeywordDictionary,Name,1,25
Data Loss Prevention,Get-DlpComplianceRuleV2,Debug;DomainController;ErrorAction;Identity;Policy;Verbose,1,25
Data Loss Prevention,Get-DlpComplianceRule,Debug;DomainController;ErrorAction;Identity;Policy;Verbose,1,25
Data Loss Prevention,Get-DlpCompliancePolicy,Debug;DomainController;ErrorAction;Identity;Verbose,1,25
Data Loss Prevention,Get-DataClassification,ClassificationRuleCollectionIdentity;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-ContentIndexingProcess,Debug;FarmLabel;Verbose,1,25
Data Loss Prevention,Get-ClassificationRuleCollection,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,25
Data Loss Prevention,Get-ActivityAlert,Debug;DomainController,1,25
Data Loss Prevention,Export-TransportRuleCollection,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,Export-DlpPolicyCollection,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,Enable-TransportRule,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;Mode;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Data Loss Prevention,Disable-TransportRule,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,25
Database Availability Groups,Write-AdminAuditLog,Comment;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Database Availability Groups,Set-DatabaseAvailabilityGroupNetwork,Confirm;Debug;Description;DomainController;ErrorAction;ErrorVariable;Identity;IgnoreNetwork;Name;OutBuffer;OutVariable;ReplicationEnabled;Subnets;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Database Availability Groups,Set-DatabaseAvailabilityGroupConfiguration,Confirm;CopiesPerDatabase;DatabasesPerServer;DatabasesPerVolume;Debug;ErrorAction;ErrorVariable;Identity;MinCopiesPerDatabaseForMonitoring;OutBuffer;OutVariable;ServersPerDag;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Database Availability Groups,Set-DatabaseAvailabilityGroup,ActivityState;AllowCrossSiteRpcClientAccess;AlternateWitnessDirectory;AlternateWitnessServer;AutoDagAllServersInstalled;AutoDagAutoRedistributeEnabled;AutoDagAutoReseedEnabled;AutoDagBitlockerEnabled;AutoDagDatabaseCopiesPerDatabase;AutoDagDatabaseCopiesPerVolume;AutoDagDatabasesRootFolderPath;AutoDagDiskReclaimerEnabled;AutoDagFailedVolumesRootFolderPath;AutoDagTotalNumberOfDatabases;AutoDagTotalNumberOfServers;AutoDagVolumesRootFolderPath;Confirm;DagConfiguration;DatabaseAvailabilityGroupIpAddresses;DatacenterActivationMode;Debug;DiscoverNetworks;DomainController;ErrorAction;ErrorVariable;FileSystem;Identity;ManualDagNetworkConfiguration;MetaCacheDatabaseVolumesPerServer;NetworkCompression;NetworkEncryption;OutBuffer;OutVariable;PreferenceMoveFrequency;ReplayLagManagerEnabled;ReplicationPort;SkipDagValidation;Verbose;WarningAction;WarningVariable;WhatIf;WitnessDirectory;WitnessServer,1,30
Database Availability Groups,Remove-DatabaseAvailabilityGroupServer,ConfigurationOnly;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;MailboxServer;OutBuffer;OutVariable;SkipDagValidation;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Database Availability Groups,Remove-DatabaseAvailabilityGroupNetwork,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Database Availability Groups,Remove-DatabaseAvailabilityGroupConfiguration,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Database Availability Groups,Remove-DatabaseAvailabilityGroup,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Database Availability Groups,New-DatabaseAvailabilityGroupNetwork,Confirm;DatabaseAvailabilityGroup;Debug;Description;DomainController;ErrorAction;ErrorVariable;IgnoreNetwork;Name;OutBuffer;OutVariable;ReplicationEnabled;Subnets;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Database Availability Groups,New-DatabaseAvailabilityGroupConfiguration,Confirm;CopiesPerDatabase;DatabasesPerServer;DatabasesPerVolume;Debug;ErrorAction;ErrorVariable;MinCopiesPerDatabaseForMonitoring;Name;OutBuffer;OutVariable;ServersPerDag;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Database Availability Groups,New-DatabaseAvailabilityGroup,ActivityState;Confirm;DagConfiguration;DatabaseAvailabilityGroupIpAddresses;Debug;DomainController;ErrorAction;ErrorVariable;FileSystem;Name;OutBuffer;OutVariable;ThirdPartyReplication;Verbose;WarningAction;WarningVariable;WhatIf;WitnessDirectory;WitnessServer,1,30
Database Availability Groups,Get-DomainController,Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Database Availability Groups,Get-DatabaseAvailabilityGroupNetwork,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,1,30
Database Availability Groups,Get-DatabaseAvailabilityGroupConfiguration,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,30
Database Availability Groups,Get-DatabaseAvailabilityGroup,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,30
Database Availability Groups,Add-DatabaseAvailabilityGroupServer,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;MailboxServer;OutBuffer;OutVariable;SkipDagValidation;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Database Copies,Write-AdminAuditLog,Comment;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Database Copies,Update-MailboxDatabaseCopy,BeginSeed;CancelSeed;CatalogOnly;Confirm;DatabaseOnly;Debug;DeleteExistingFiles;DomainController;ErrorAction;ErrorVariable;Force;Identity;ManualResume;MaximumSeedsInParallel;Network;NetworkCompressionOverride;NetworkEncryptionOverride;NoThrottle;OutBuffer;OutVariable;PrimaryDatabasePartitionOnly;SafeDeleteExistingFiles;SecondaryDatabasePartitionOnly;SourceServer;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Database Copies,Update-HybridConfiguration,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;ForceUpgrade;OnPremisesCredentials;OutBuffer;OutVariable;SuppressOAuthWarning;TenantCredentials;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Database Copies,Suspend-MailboxDatabaseCopy,ActivationOnly;Confirm;Debug;DomainController;EnableReplayLag;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;SuspendComment;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Database Copies,Set-MailboxDatabaseCopy,ActivationPreference;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ReplayLagMaxDelay;ReplayLagTime;TruncationLagTime;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Database Copies,Resume-MailboxDatabaseCopy,Confirm;Debug;DisableReplayLag;DisableReplayLagReason;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ReplicationOnly;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Database Copies,Remove-UMMailboxPolicy,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Database Copies,Remove-MailboxDatabaseCopy,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Database Copies,Remove-HybridConfiguration,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Database Copies,Get-MailboxServerRedundancy,DatabaseAvailabilityGroup;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ServerToContact;TimeoutInSeconds;Verbose;WarningAction;WarningVariable,1,40
Database Copies,Get-MailboxServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,40
Database Copies,Get-MailboxDatabaseCopyStatus,Active;ConnectionStatus;Debug;DomainController;ErrorAction;ErrorVariable;ExtendedErrorInfo;Identity;Local;OutBuffer;OutVariable;Server;UseServerCache;Verbose;WarningAction;WarningVariable,1,40
Database Copies,Get-ExchangeServerAccessLicenseUser,Debug;ErrorAction;ErrorVariable;LicenseName;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,40
Database Copies,Get-ExchangeServerAccessLicense,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,40
Database Copies,Get-ExchangeServer,Debug;Domain;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,40
