Schema,Field,InDoc,InCsv,DocClass,CsvClass,DocType,CsvType,CsvLogicalType,DocSource,Description,Example,Note,OriginalDescription
AlertEvent,Url,Yes,Yes,Optional,Optional,string,string,,SchemaDoc,The URL string captured in the alert.,https://contoso.com/fo/?k=v&amp;q=u#f,,The URL string captured in the alert.<br><br>e.g. `https://contoso.com/fo/?k=v&amp;q=u#f`
AlertEvent,User,Yes,Yes,Alias,Alias,string,string,,SchemaDoc,Alias or friendly name for `Username` field.,,,Alias or friendly name for `Username` field.
AlertEvent,UserId,Yes,Yes,Optional,Optional,string,string,,SchemaDoc,"A machine-readable, alphanumeric, unique representation of the user associated with the alert.",A1bC2dE3fH4iJ5kL6mN7o,,"A machine-readable, alphanumeric, unique representation of the user associated with the alert.<br><br>e.g. `A1bC2dE3fH4iJ5kL6mN7o`"
AlertEvent,UserIdType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,SchemaDoc,"The type of the user ID, such as `GUID`, `SID`, or `Email`.<br><br>Supported values are:<br>- `GUID`<br>- `SID`<br>- `Email`<br>- `Username`<br>- `Phone`<br>- `Other`",,,"The type of the user ID, such as `GUID`, `SID`, or `Email`.<br><br>Supported values are:<br>- `GUID`<br>- `SID`<br>- `Email`<br>- `Username`<br>- `Phone`<br>- `Other`"
AlertEvent,UserScope,Yes,Yes,Optional,Optional,string,string,,SchemaDoc,"The scope, such as Microsoft Entra tenant, in which UserId and Username are defined. or more information and list of allowed values, see [UserScope](normalization-entity-user.md#userscope) in the [Schema Overview article](normalization-about-schemas.md).",Contoso Directory,,"The scope, such as Microsoft Entra tenant, in which UserId and Username are defined. or more information and list of allowed values, see [UserScope](normalization-entity-user.md#userscope) in the [Schema Overview article](normalization-about-schemas.md).<br><br>e.g. `Contoso Directory`"
AlertEvent,UserScopeId,Yes,Yes,Optional,Optional,string,string,,SchemaDoc,"The scope ID, such as Microsoft Entra Directory ID, in which UserId and Username are defined.",a1bc2de3-fh4i-j5kl-6mn7-op8qrs,,"The scope ID, such as Microsoft Entra Directory ID, in which UserId and Username are defined.<br><br>e.g. `a1bc2de3-fh4i-j5kl-6mn7-op8qrs`"
AlertEvent,UserSessionId,Yes,Yes,Optional,Optional,string,string,,SchemaDoc,The unique ID of the user's session associated with the alert.,a1bc2de3-fh4i-j5kl-6mn7-op8qr9st0u,,The unique ID of the user's session associated with the alert.<br><br>e.g. `a1bc2de3-fh4i-j5kl-6mn7-op8qr9st0u`
AlertEvent,UserType,Yes,Yes,Optional,Optional,UserType,string,Enumerated,SchemaDoc,"The type of the Actor. For more information, and list of allowed values, see [UserType](normalization-entity-user.md#usertype) in the [Schema Overview article](normalization-about-schemas.md).",Guest,,"The type of the Actor. For more information, and list of allowed values, see [UserType](normalization-entity-user.md#usertype) in the [Schema Overview article](normalization-about-schemas.md).<br><br> e.g. `Guest`"
AlertEvent,Username,Yes,Yes,Recommended,Recommended,Username (string),string,Username,SchemaDoc,"Name of the user associated with the alert, including domain information when available.","Contoso\JSmith, john.smith@contoso.com",,"Name of the user associated with the alert, including domain information when available.<br><br>e.g. `Contoso\JSmith` or `john.smith@contoso.com`"
AlertEvent,UsernameType,Yes,Yes,Conditional,Conditional,UsernameType,string,Enumerated,SchemaDoc,"Specifies the type of the user name stored in the `Username` field. For more information, and list of allowed values, see [UsernameType](normalization-entity-user.md#usernametype) in the [Schema Overview article](normalization-about-schemas.md).",Windows,,"Specifies the type of the user name stored in the `Username` field. For more information, and list of allowed values, see [UsernameType](normalization-entity-user.md#usernametype) in the [Schema Overview article](normalization-about-schemas.md).<br><br>e.g. `Windows`"
AuditEvent,ActingAppId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The ID of the application that initiated the activity reported, including a process, browser, or service. <br><br>For",0x12ae8,,"The ID of the application that initiated the activity reported, including a process, browser, or service. <br><br>For example: `0x12ae8`"
AuditEvent,ActingAppName,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The name of the application that initiated the activity reported, including a service, a URL, or a SaaS application. <br><br>For",C:\Windows\System32\svchost.exe,,"The name of the application that initiated the activity reported, including a service, a URL, or a SaaS application. <br><br>For example: `C:\Windows\System32\svchost.exe`"
AuditEvent,ActingAppType,Yes,Yes,Optional,Optional,AppType,string,Enumerated,SchemaDoc,"The type of acting application. For more information, and allowed list of values, see [AppType](normalization-about-schemas.md#apptype) in the [Schema Overview article](normalization-about-schemas.md).",,,"The type of acting application. For more information, and allowed list of values, see [AppType](normalization-about-schemas.md#apptype) in the [Schema Overview article](normalization-about-schemas.md)."
AuditEvent,ActingOriginalAppType,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The type of the application that initiated the activity as reported by the reporting device.,,,The type of the application that initiated the activity as reported by the reporting device.
AuditEvent,ActorOriginalUserType,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The user type as reported by the reporting device.,,,The user type as reported by the reporting device.
AuditEvent,ActorScope,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The scope, such as Microsoft Entra Domain Name, in which [ActorUserId](#actoruserid) and [ActorUsername](#actorusername) are defined. or more information and list of allowed values, see [UserScope](normalization-entity-user.md#userscope) in the [Schema Overview article](normalization-about-schemas.md).",,,"The scope, such as Microsoft Entra Domain Name, in which [ActorUserId](#actoruserid) and [ActorUsername](#actorusername) are defined. or more information and list of allowed values, see [UserScope](normalization-entity-user.md#userscope) in the [Schema Overview article](normalization-about-schemas.md)."
AuditEvent,ActorScopeId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The scope ID, such as Microsoft Entra Directory ID, in which [ActorUserId](#actoruserid) and [ActorUsername](#actorusername) are defined. for more information and list of allowed values, see [UserScopeId](normalization-entity-user.md#userscopeid) in the [Schema Overview article](normalization-about-schemas.md).",,,"The scope ID, such as Microsoft Entra Directory ID, in which [ActorUserId](#actoruserid) and [ActorUsername](#actorusername) are defined. for more information and list of allowed values, see [UserScopeId](normalization-entity-user.md#userscopeid) in the [Schema Overview article](normalization-about-schemas.md)."
AuditEvent,ActorSessionId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The unique ID of the sign-in session of the Actor.,102pTUgC3p8RIqHvzxLCHnFlg,,The unique ID of the sign-in session of the Actor.  <br><br>Example: `102pTUgC3p8RIqHvzxLCHnFlg`
AuditEvent,ActorUserAadId,No,Yes,,Optional,,string,,,,,,
AuditEvent,ActorUserId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"A machine-readable, alphanumeric, unique representation of the Actor. For more information, and for alternative fields for other IDs, see [The User entity](normalization-entity-user.md).",S-1-12-1-4141952679-1282074057-627758481-2916039507,,"A machine-readable, alphanumeric, unique representation of the Actor. For more information, and for alternative fields for other IDs, see [The User entity](normalization-entity-user.md).  <br><br>Example: `S-1-12-1-4141952679-1282074057-627758481-2916039507`"
AuditEvent,ActorUserIdType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,SchemaDoc,"The type of the ID stored in the [ActorUserId](#actoruserid) field. For more information and list of allowed values, see [UserIdType](normalization-entity-user.md#useridtype) in the [Schema Overview article](normalization-about-schemas.md).",,,"The type of the ID stored in the [ActorUserId](#actoruserid) field. For more information and list of allowed values, see [UserIdType](normalization-entity-user.md#useridtype) in the [Schema Overview article](normalization-about-schemas.md)."
AuditEvent,ActorUserSid,No,Yes,,Optional,,string,,,,,,
AuditEvent,ActorUserType,Yes,Yes,Optional,Optional,UserType,string,Enumerated,SchemaDoc,"The type of the Actor. For more information, and  list of allowed values, see [UserType](normalization-entity-user.md#usertype) in the [Schema Overview article](normalization-about-schemas.md).<br><br>For",Guest,,"The type of the Actor. For more information, and  list of allowed values, see [UserType](normalization-entity-user.md#usertype) in the [Schema Overview article](normalization-about-schemas.md).<br><br>For example: `Guest`"
AuditEvent,ActorUsername,Yes,Yes,Recommended,Recommended,Username (String),string,Username,SchemaDoc,"The Actor’s username, including domain information when available. For more information, see [The User entity](normalization-entity-user.md).",AlbertE,,"The Actor’s username, including domain information when available. For more information, see [The User entity](normalization-entity-user.md).<br><br>Example: `AlbertE`"
AuditEvent,ActorUsernameType,Yes,Yes,Conditional,Conditional,UsernameType,string,Enumerated,SchemaDoc,"Specifies the type of the user name stored in the [ActorUsername](#actorusername) field. For more information, and list of allowed values, see [UsernameType](normalization-entity-user.md#usernametype) in the [Schema Overview article](normalization-about-schemas.md).",Windows,,"Specifies the type of the user name stored in the [ActorUsername](#actorusername) field. For more information, and list of allowed values, see [UsernameType](normalization-entity-user.md#usernametype) in the [Schema Overview article](normalization-about-schemas.md). <br><br>Example: `Windows`"
AuditEvent,AdditionalFields,Yes,Yes,Optional,Optional,Dynamic,dynamic,,CommonFields,"If your source provides additional information worth preserving, either keep it with the original field names or create the dynamic **AdditionalFields** field, and add to it the extra information as key/value pairs.",,,"If your source provides additional information worth preserving, either keep it with the original field names or create the dynamic **AdditionalFields** field, and add to it the extra information as key/value pairs."
