"table_name","description","category","category_primary","category_source","category_candidates","support_tier","collection_method","collection_method_source","collection_method_candidates","feeding_connector_ids","source_vendor","source_product","collector_vendor","collector_product","source_vendor_basis","collector_vendor_basis","resource_types","source_azure_monitor","source_defender_xdr","azure_monitor_doc_link","defender_xdr_doc_link","basic_logs_eligible","supports_transformations","ingestion_api_supported","is_clv1"
"ADFPipelineRun","Reference for ADFPipelineRun table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.datafactory/factories","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adfpipelinerun","","No","Yes","No",""
"ADFSSISIntegrationRuntimeLogs","Reference for ADFSSISIntegrationRuntimeLogs table in Azure Monitor Logs.","-","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.datafactory/factories","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adfssisintegrationruntimelogs","","No","Yes","No",""
"ADFSSISPackageEventMessageContext","Reference for ADFSSISPackageEventMessageContext table in Azure Monitor Logs.","-","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.datafactory/factories","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adfssispackageeventmessagecontext","","No","Yes","No",""
"ADFSSISPackageEventMessages","Reference for ADFSSISPackageEventMessages table in Azure Monitor Logs.","-","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.datafactory/factories","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adfssispackageeventmessages","","No","Yes","No",""
"ADFSSISPackageExecutableStatistics","Reference for ADFSSISPackageExecutableStatistics table in Azure Monitor Logs.","-","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.datafactory/factories","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adfssispackageexecutablestatistics","","No","Yes","No",""
"ADFSSISPackageExecutionComponentPhases","Reference for ADFSSISPackageExecutionComponentPhases table in Azure Monitor Logs.","-","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.datafactory/factories","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adfssispackageexecutioncomponentphases","","No","Yes","No",""
"ADFSSISPackageExecutionDataStatistics","Reference for ADFSSISPackageExecutionDataStatistics table in Azure Monitor Logs.","-","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.datafactory/factories","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adfssispackageexecutiondatastatistics","","No","Yes","No",""
"ADFSSignInLogs","Reference for ADFSSignInLogs table in Azure Monitor Logs.","Audit, Security","Cloud","collection_method=Azure Diagnostics","Cloud","Microsoft","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adfssigninlogs","","Yes","Yes","No",""
"ADFSandboxActivityRun","Reference for ADFSandboxActivityRun table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.datafactory/factories","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adfsandboxactivityrun","","No","Yes","No",""
"ADFSandboxPipelineRun","Reference for ADFSandboxPipelineRun table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.datafactory/factories","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adfsandboxpipelinerun","","No","Yes","No",""
"ADFTriggerRun","Reference for ADFTriggerRun table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.datafactory/factories","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adftriggerrun","","No","Yes","No",""
"ADGSyslogEvent","Reference for ADGSyslogEvent table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.network/networkvirtualappliances","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adgsyslogevent","","No","","No",""
"ADOAuditLogs_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","AzureDevOpsAuditLogs","Microsoft","","","","projected","","","No","No","","","","Yes","Yes",""
"ADPAudit","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"ADPDiagnostics","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"ADPRequests","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"ADReplicationResult","Reference for ADReplicationResult table in Azure Monitor Logs.","Workloads","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adreplicationresult","","No","Yes","No",""
"ADSecurityAssessmentRecommendation","Reference for ADSecurityAssessmentRecommendation table in Azure Monitor Logs.","Workloads","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adsecurityassessmentrecommendation","","No","Yes","Yes",""
"ADTDataHistoryOperation","Reference for ADTDataHistoryOperation table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.digitaltwins/digitaltwinsinstances","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adtdatahistoryoperation","","No","Yes","No",""
"ADTDigitalTwinsOperation","Reference for ADTDigitalTwinsOperation table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.digitaltwins/digitaltwinsinstances","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adtdigitaltwinsoperation","","No","Yes","No",""
"ADTEventRoutesOperation","Reference for ADTEventRoutesOperation table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.digitaltwins/digitaltwinsinstances","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adteventroutesoperation","","No","","No",""
"ADTModelsOperation","Reference for ADTModelsOperation table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.digitaltwins/digitaltwinsinstances","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adtmodelsoperation","","No","Yes","No",""
"ADTQueryOperation","Reference for ADTQueryOperation table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.digitaltwins/digitaltwinsinstances","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adtqueryoperation","","No","Yes","No",""
"ADXCommand","Reference for ADXCommand table in Azure Monitor Logs.","-","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.kusto/clusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adxcommand","","No","Yes","No",""
"ADXJournal","Reference for ADXJournal table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.kusto/clusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adxjournal","","No","Yes","No",""
"ADXQuery","Reference for ADXQuery table in Azure Monitor Logs.","-","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.kusto/clusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adxquery","","No","Yes","No",""
"ADXTableDetails","Reference for ADXTableDetails table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.kusto/clusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adxtabledetails","","No","Yes","No",""
"ADXTableUsageStatistics","Reference for ADXTableUsageStatistics table in Azure Monitor Logs.","-","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.kusto/clusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adxtableusagestatistics","","No","Yes","No",""
"AEWAssignmentBlobLogs","Reference for AEWAssignmentBlobLogs table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.experimentation/experimentworkspaces","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewassignmentbloblogs","","No","Yes","No",""
"AEWAuditLogs","Reference for AEWAuditLogs table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.experimentation/experimentworkspaces","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewauditlogs","","No","Yes","No",""
"AEWComputePipelinesLogs","Reference for AEWComputePipelinesLogs table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.experimentation/experimentworkspaces","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewcomputepipelineslogs","","No","Yes","No",""
"AEWExperimentAssignmentSummary","Reference for AEWExperimentAssignmentSummary table in Azure Monitor Logs.","Applications","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.experimentation/experimentworkspaces","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewexperimentassignmentsummary","","Yes","Yes","No",""
"AEWExperimentScorecardMetricPairs","Reference for AEWExperimentScorecardMetricPairs table in Azure Monitor Logs.","Applications","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.experimentation/experimentworkspaces","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewexperimentscorecardmetricpairs","","Yes","Yes","No",""
"AEWExperimentScorecards","Reference for AEWExperimentScorecards table in Azure Monitor Logs.","Applications","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.experimentation/experimentworkspaces","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewexperimentscorecards","","Yes","Yes","No",""
"AFDAccessLog","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"AFDClassicCdnAccessLog","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"AFDHealthProbeLog","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"AFDWebApplicationFirewallLog","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"AFSAuditLogs","Reference for AFSAuditLogs table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.storagecache/amlfilesytems","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/afsauditlogs","","Yes","Yes","No",""
"AGCAccessLogs","Reference for AGCAccessLogs table in Azure Monitor Logs.","Azure Resources, Network","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.servicenetworking/trafficcontrollers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/agcaccesslogs","","Yes","Yes","No",""
"AGCFirewallLogs","Reference for AGCFirewallLogs table in Azure Monitor Logs.","Audit, Azure Resources, Network","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.servicenetworking/trafficcontrollers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/agcfirewalllogs","","Yes","","No",""
