"table_name","description","category","support_tier","collection_method","solutions","resource_types","table_type","source_azure_monitor","source_defender_xdr","xdr_only","source_feature_support","source_ingestion_api","source_sentinel_tables","azure_monitor_doc_link","defender_xdr_doc_link","basic_logs_eligible","supports_transformations","ingestion_api_supported","lake_only_supported"
"ADXQuery","Reference for ADXQuery table in Azure Monitor Logs.","-","","","LogManagement","microsoft.kusto/clusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adxquery","","No","Yes","No","No"
"ADXTableDetails","Reference for ADXTableDetails table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.kusto/clusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adxtabledetails","","No","Yes","No","No"
"ADXTableUsageStatistics","Reference for ADXTableUsageStatistics table in Azure Monitor Logs.","-","","","LogManagement","microsoft.kusto/clusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/adxtableusagestatistics","","No","Yes","No","No"
"AEWAssignmentBlobLogs","Reference for AEWAssignmentBlobLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.experimentation/experimentworkspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewassignmentbloblogs","","No","Yes","No","No"
"AEWAuditLogs","Reference for AEWAuditLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.experimentation/experimentworkspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewauditlogs","","No","Yes","No","No"
"AEWComputePipelinesLogs","Reference for AEWComputePipelinesLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.experimentation/experimentworkspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewcomputepipelineslogs","","No","Yes","No","No"
"AEWExperimentAssignmentSummary","Reference for AEWExperimentAssignmentSummary table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.experimentation/experimentworkspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewexperimentassignmentsummary","","Yes","Yes","No","Yes"
"AEWExperimentScorecardMetricPairs","Reference for AEWExperimentScorecardMetricPairs table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.experimentation/experimentworkspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewexperimentscorecardmetricpairs","","Yes","Yes","No","Yes"
"AEWExperimentScorecards","Reference for AEWExperimentScorecards table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.experimentation/experimentworkspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aewexperimentscorecards","","Yes","Yes","No","Yes"
"AFSAuditLogs","Reference for AFSAuditLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.storagecache/amlfilesytems","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/afsauditlogs","","Yes","Yes","No","Yes"
"AGCAccessLogs","Reference for AGCAccessLogs table in Azure Monitor Logs.","Azure Resources, Network","","","LogManagement","microsoft.servicenetworking/trafficcontrollers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/agcaccesslogs","","Yes","Yes","No","Yes"
"AGCFirewallLogs","Reference for AGCFirewallLogs table in Azure Monitor Logs.","Audit, Azure Resources, Network","","","LogManagement","microsoft.servicenetworking/trafficcontrollers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/agcfirewalllogs","","Yes","No","No","Yes"
"AGSGrafanaLoginEvents","Reference for AGSGrafanaLoginEvents table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.dashboard/grafana","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/agsgrafanaloginevents","","No","Yes","No","No"
"AGSGrafanaUsageInsightsEvents","Reference for AGSGrafanaUsageInsightsEvents table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.dashboard/grafana","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/agsgrafanausageinsightsevents","","No","Yes","No","No"
"AGSUpdateEvents","Reference for AGSUpdateEvents table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.dashboard/dashboard","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/agsupdateevents","","Yes","No","No","No"
"AGWAccessLogs","Reference for AGWAccessLogs table in Azure Monitor Logs.","Audit, Azure Resources, Network","","","LogManagement","microsoft.network/applicationgateways","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/agwaccesslogs","","Yes","Yes","No","Yes"
"AGWFirewallLogs","Reference for AGWFirewallLogs table in Azure Monitor Logs.","Audit, Azure Resources, Network","","","LogManagement","microsoft.network/applicationgateways","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/agwfirewalllogs","","Yes","Yes","No","Yes"
"AGWPerformanceLogs","Reference for AGWPerformanceLogs table in Azure Monitor Logs.","Audit, Azure Resources, Network","","","LogManagement","microsoft.network/applicationgateways","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/agwperformancelogs","","Yes","Yes","No","Yes"
"AHCIDiagnosticLogs","Reference for AHCIDiagnosticLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.healthcareinterop/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/ahcidiagnosticlogs","","Yes","No","No","Yes"
"AHDSDeidAuditLogs","Reference for AHDSDeidAuditLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.healthdataaiservices/deidservices","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/ahdsdeidauditlogs","","Yes","Yes","No","Yes"
"AHDSDicomAuditLogs","Reference for AHDSDicomAuditLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.healthcareapis/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/ahdsdicomauditlogs","","Yes","Yes","No","Yes"
"AHDSDicomDiagnosticLogs","Reference for AHDSDicomDiagnosticLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.healthcareapis/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/ahdsdicomdiagnosticlogs","","Yes","Yes","No","Yes"
"AHDSMedTechDiagnosticLogs","Reference for AHDSMedTechDiagnosticLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.healthcareapis/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/ahdsmedtechdiagnosticlogs","","Yes","Yes","No","Yes"
"AIAgentsInfo","Information about AI agents created with Microsoft Copilot Studio, including agent configuration and ownership details","XDR","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-aiagentsinfo-table","","","No",""
"AIShield_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"AKSAudit","Reference for AKSAudit table in Azure Monitor Logs.","Audit, Azure Resources, Containers","","","LogManagement","microsoft.containerservice/managedclusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aksaudit","","Yes","Yes","No","Yes"
"AKSAuditAdmin","Reference for AKSAuditAdmin table in Azure Monitor Logs.","Audit, Azure Resources, Containers","","","LogManagement","microsoft.containerservice/managedclusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aksauditadmin","","Yes","Yes","No","Yes"
"AKSControlPlane","Reference for AKSControlPlane table in Azure Monitor Logs.","Azure Resources, Containers","","","LogManagement","microsoft.containerservice/managedclusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/akscontrolplane","","Yes","Yes","No","Yes"
"ALBHealthEvent","Reference for ALBHealthEvent table in Azure Monitor Logs.","Azure Monitor, Azure Resources","","","LogManagement","microsoft.network/loadbalancers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/albhealthevent","","Yes","Yes","No","Yes"
"AMAHealth","Reference for AMAHealth table in Azure Monitor Logs.","IT & Management Tools, Virtual Machines","","","LogManagement","microsoft.compute/virtualmachines/extensions","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/amahealth","","Yes","No","No","Yes"
"AMSKeyDeliveryRequests","Reference for AMSKeyDeliveryRequests table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.media/mediaservices","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/amskeydeliveryrequests","","Yes","Yes","No","Yes"
"AMSLiveEventOperations","Reference for AMSLiveEventOperations table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.media/mediaservices","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/amsliveeventoperations","","Yes","Yes","No","Yes"
"AMSMediaAccountHealth","Reference for AMSMediaAccountHealth table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.media/mediaservices","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/amsmediaaccounthealth","","Yes","Yes","No","Yes"
"AMSStreamingEndpointRequests","Reference for AMSStreamingEndpointRequests table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.media/mediaservices","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/amsstreamingendpointrequests","","Yes","Yes","No","Yes"
"AMWMetricsUsageDetails","Reference for AMWMetricsUsageDetails table in Azure Monitor Logs.","Azure Monitor, Azure Resources","","","LogManagement","microsoft.monitor/accounts","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/amwmetricsusagedetails","","Yes","Yes","No","No"
"ANFTopClientReadIOPS","Reference for ANFTopClientReadIOPS table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.netapp/netappaccounts/capacitypools","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/anftopclientreadiops","","No","No","No","No"
"ANFTopClientWriteIOPS","Reference for ANFTopClientWriteIOPS table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.netapp/netappaccounts/capacitypools","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/anftopclientwriteiops","","No","No","No","No"
"ANFTopFileReadIOPS","Reference for ANFTopFileReadIOPS table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.netapp/netappaccounts/capacitypools","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/anftopfilereadiops","","No","No","No","No"
"ANFTopFileWriteIOPS","Reference for ANFTopFileWriteIOPS table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.netapp/netappaccounts/capacitypools","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/anftopfilewriteiops","","No","No","No","No"
"AOIDatabaseQuery","Reference for AOIDatabaseQuery table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.networkanalytics/dataproducts","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aoidatabasequery","","Yes","Yes","No","Yes"
"AOIDigestion","Reference for AOIDigestion table in Azure Monitor Logs.","-","","","LogManagement","microsoft.networkanalytics/dataproducts","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aoidigestion","","Yes","Yes","No","Yes"
"AOIStorage","Reference for AOIStorage table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.networkanalytics/dataproducts","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/aoistorage","","Yes","Yes","No","Yes"
"APIMDevPortalAuditDiagnosticLog","Reference for APIMDevPortalAuditDiagnosticLog table in Azure Monitor Logs.","-","","","LogManagement","microsoft.apimanagement/service","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/apimdevportalauditdiagnosticlog","","Yes","Yes","No","Yes"
"ARGOS_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"ASCAuditLogs","Reference for ASCAuditLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.azuresphere/catalogs","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/ascauditlogs","","Yes","Yes","No","Yes"
"ASCDeviceEvents","Reference for ASCDeviceEvents table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.azuresphere/catalogs","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/ascdeviceevents","","Yes","Yes","No","No"
"ASRJobs","Reference for ASRJobs table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.recoveryservices/vaults","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/asrjobs","","No","Yes","No","No"
