solution_name,solution_folder,publisher,support_tier,categories,version,is_published,connector_count,connector_id,connector_title,collection_method,is_deprecated,tables,reason,solution_github_link,connector_github_link
Azure Storage,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Azure%20Storage,Microsoft Corporation,Microsoft,domains,2.0.2,true,1,AzureStorageAccount,Azure Storage Account,Azure Diagnostics,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Azure%20Storage,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Azure%20Storage/Data%20Connectors/AzureStorageAccount_CCP.JSON
Azure Stream Analytics,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Azure%20Stream%20Analytics,Microsoft Corporation,Microsoft,domains,2.0.0,true,1,AzureStreamAnalytics_CCP,Azure Stream Analytics,Azure Diagnostics,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Azure%20Stream%20Analytics,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Azure%20Stream%20Analytics/Data%20Connectors/AzureStreamAnalytics_CCP.JSON
Azure Web Application Firewall (WAF),https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Azure%20Web%20Application%20Firewall%20%28WAF%29,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,WAF,Azure Web Application Firewall (WAF),Azure Diagnostics,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Azure%20Web%20Application%20Firewall%20%28WAF%29,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Azure%20Web%20Application%20Firewall%20%28WAF%29/Data%20Connectors/template_WAF.JSON
AzureDevOpsAuditing,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/AzureDevOpsAuditing,Microsoft Corporation,Microsoft,domains,3.0.4,true,1,AzureDevOpsAuditLogs,Azure DevOps Audit Logs (via Codeless Connector Platform),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/AzureDevOpsAuditing,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/AzureDevOpsAuditing/Data%20Connectors/AzureDevOpsAuditLogs_CCP/AzureDevOpsAuditLogs_DataConnectorDefinition.json
Barracuda CloudGen Firewall,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Barracuda%20CloudGen%20Firewall,Community,Community,domains,3.0.2,true,1,BarracudaCloudFirewall,[Deprecated] Barracuda CloudGen Firewall,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Barracuda%20CloudGen%20Firewall,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Barracuda%20CloudGen%20Firewall/Data%20Connectors/template_BarracudaCloudFirewall.json
Barracuda WAF,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Barracuda%20WAF,Barracuda,Partner,domains,3.0.0,false,1,Barracuda,[Deprecated] Barracuda Web Application Firewall via Legacy Agent,MMA,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Barracuda%20WAF,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Barracuda%20WAF/Data%20Connectors/template_Barracuda.json
BETTER Mobile Threat Defense (MTD),https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BETTER%20Mobile%20Threat%20Defense%20%28MTD%29,Better Mobile Security Inc.,Partner,domains,2.0.1,true,1,BetterMTD,BETTER Mobile Threat Defense (MTD),Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BETTER%20Mobile%20Threat%20Defense%20%28MTD%29,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BETTER%20Mobile%20Threat%20Defense%20%28MTD%29/Data%20Connectors/BETTERMTD.json
Beyond Security beSECURE,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Beyond%20Security%20beSECURE,Beyond Security,Partner,domains,2.0.0,false,1,BeyondSecuritybeSECURE,Beyond Security beSECURE,Unknown (Custom Log),false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Beyond%20Security%20beSECURE,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Beyond%20Security%20beSECURE/Data%20Connectors/Beyond%20Security%20beSECURE.json
BigID,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BigID,BigID,Partner,domains,3.0.0,false,1,BigIDDSPMLogsConnectorDefinition,BigID DSPM connector,CCF,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BigID,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BigID/Data%20Connectors/BigIDDSPMLogs_ccp/BigIDDSPMLogs_connectorDefinition.json
Bitglass,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Bitglass,Microsoft Corporation,Microsoft,domains,3.0.0,true,1,Bitglass,Bitglass,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Bitglass,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Bitglass/Data%20Connectors/Bitglass_API_FunctionApp.json
BitSight,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BitSight,BitSight Support,Partner,domains,3.1.0,true,1,BitSight,Bitsight data connector,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BitSight,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BitSight/Data%20Connectors/BitSightDataConnector/BitSight_API_FunctionApp.json
Bitwarden,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Bitwarden,Bitwarden Inc,Partner,domains,3.0.0,true,1,BitwardenEventLogs,Bitwarden Event Logs,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Bitwarden,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Bitwarden/Data%20Connectors/BitwardenEventLogs/definitions.json
Blackberry CylancePROTECT,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Blackberry%20CylancePROTECT,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,BlackberryCylancePROTECT,[Deprecated] Blackberry CylancePROTECT,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Blackberry%20CylancePROTECT,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Blackberry%20CylancePROTECT/Data%20Connectors/template_BlackberryCylancePROTECT.JSON
BloodHound Enterprise,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BloodHound%20Enterprise,SpecterOps,Partner,domains,3.2.0,false,1,BloodHoundEnterprise,Bloodhound Enterprise,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BloodHound%20Enterprise,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/BloodHound%20Enterprise/Data%20Connectors/BloodHoundFunction.json
Box,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Box,Microsoft Corporation,Microsoft,domains,3.1.2,true,2,BoxDataConnector,Box,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Box,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Box/Data%20Connectors/Box_API_FunctionApp.json
Box,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Box,Microsoft Corporation,Microsoft,domains,3.1.2,true,2,BoxEventsCCPDefinition,Box Events (CCP),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Box,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Box/Data%20Connectors/BoxEvents_ccp/BoxEvents_DataConnectorDefinition.json
Broadcom SymantecDLP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Broadcom%20SymantecDLP,Microsoft Corporation,Microsoft,domains,3.0.3,true,2,BroadcomSymantecDLP,[Deprecated] Broadcom Symantec DLP via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Broadcom%20SymantecDLP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Broadcom%20SymantecDLP/Data%20Connectors/Connector_Syslog_SymantecDLP.json
Broadcom SymantecDLP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Broadcom%20SymantecDLP,Microsoft Corporation,Microsoft,domains,3.0.3,true,2,BroadcomSymantecDLPAma,[Deprecated] Broadcom Symantec DLP via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Broadcom%20SymantecDLP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Broadcom%20SymantecDLP/Data%20Connectors/template_SymantecDLPAMA.json
Check Point CloudGuard CNAPP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Check%20Point%20CloudGuard%20CNAPP,Check Point,Partner,domains,3.0.0,true,1,CloudGuardCCPDefinition,Check Point CloudGuard CNAPP Connector for Microsoft Sentinel,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Check%20Point%20CloudGuard%20CNAPP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Check%20Point%20CloudGuard%20CNAPP/Data%20Connectors/CloudGuard_ccp/CloudGuard_DataConnectorDefinition.json
Check Point Cyberint Alerts,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Check%20Point%20Cyberint%20Alerts,Cyberint,Partner,domains,3.0.0,true,1,CheckPointCyberintAlerts,Check Point Cyberint Alerts Connector (via Codeless Connector Platform),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Check%20Point%20Cyberint%20Alerts,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Check%20Point%20Cyberint%20Alerts/Data%20Connectors/CyberintArgosAlertsLogs_ccp/CyberintArgosAlertsLogs_connectorDefinition.json
Check Point Cyberint IOC,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Check%20Point%20Cyberint%20IOC,Cyberint,Partner,domains,3.0.1,true,1,CheckPointCyberintIOC,Check Point Cyberint IOC Connector,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Check%20Point%20Cyberint%20IOC,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Check%20Point%20Cyberint%20IOC/Data%20Connectors/CyberintArgosIOCLogs_ccp/CyberintArgosIOCLogs_connectorDefinition.json
Cisco ACI,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20ACI,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,CiscoACI,[Deprecated] Cisco Application Centric Infrastructure,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20ACI,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20ACI/Data%20Connectors/CiscoACI_Syslog.json
Cisco ETD,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20ETD,Cisco Systems,Partner,domains,3.0.0,true,1,CiscoETD,Cisco ETD,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20ETD,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20ETD/Data%20Connectors/CiscoETD_API_FunctionApp.json
Cisco Firepower EStreamer,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Firepower%20EStreamer,Cisco,Partner,domains,3.0.1,true,2,CiscoFirepowerEStreamer,[Deprecated] Cisco Firepower eStreamer via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Firepower%20EStreamer,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Firepower%20EStreamer/Data%20Connectors/CiscoFirepowerEStreamerCollector.json
Cisco Firepower EStreamer,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Firepower%20EStreamer,Cisco,Partner,domains,3.0.1,true,2,CiscoFirepowerEStreamerAma,[Deprecated] Cisco Firepower eStreamer via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Firepower%20EStreamer,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Firepower%20EStreamer/Data%20Connectors/template_CiscoFirepowerEStreamerAMA.json
Cisco ISE,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20ISE,Microsoft Corporation,Microsoft,domains,3.0.2,true,1,CiscoISE,[Deprecated] Cisco Identity Services Engine,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20ISE,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20ISE/Data%20Connectors/Connector_Cisco_ISE.json
Cisco Meraki Events via REST API,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Meraki%20Events%20via%20REST%20API,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,CiscoMerakiMultiRule,Cisco Meraki (using REST API),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Meraki%20Events%20via%20REST%20API,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Meraki%20Events%20via%20REST%20API/Data%20Connectors/CiscoMerakiMultiRule_ccp/dataConnectorDefinition.json
Cisco SD-WAN,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20SD-WAN,Cisco Systems,Partner,domains,2.0.0,true,1,CiscoSDWAN,Cisco Software Defined WAN,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20SD-WAN,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20SD-WAN/Data%20Connectors/CiscoSDWAN.json
Cisco Secure Cloud Analytics,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Secure%20Cloud%20Analytics,Microsoft Corporation,Microsoft,domains,3.0.2,true,1,Stealthwatch,[Deprecated] Cisco Secure Cloud Analytics,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Secure%20Cloud%20Analytics,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Secure%20Cloud%20Analytics/Data%20Connectors/Cisco_Stealthwatch_syslog.json
Cisco Secure Endpoint,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Secure%20Endpoint,Microsoft Corporation,Microsoft,domains,3.0.0,true,2,CiscoSecureEndpoint,[DEPRECATED] Cisco Secure Endpoint (AMP),Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Secure%20Endpoint,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Secure%20Endpoint/Data%20Connectors/CiscoSecureEndpoint_API_FunctionApp.json
Cisco Secure Endpoint,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Secure%20Endpoint,Microsoft Corporation,Microsoft,domains,3.0.0,true,2,CiscoSecureEndpointLogsCCPDefinition,Cisco Secure Endpoint (via Codeless Connector Framework),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Secure%20Endpoint,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Secure%20Endpoint/Data%20Connectors/CiscoSecureEndpointLogs_ccp/CiscoSecureEndpointLogs_ConnectorDefinition.json
Cisco UCS,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20UCS,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,CiscoUCS,[Deprecated] Cisco UCS,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20UCS,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20UCS/Data%20Connectors/Connector_Syslog_CiscoUCS.json
CiscoASA,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoASA,Microsoft Corporation,Microsoft,domains,3.0.5,true,2,CiscoASA,Cisco ASA via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoASA,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoASA/Data%20Connectors/CiscoASA.JSON
CiscoASA,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoASA,Microsoft Corporation,Microsoft,domains,3.0.5,true,2,CiscoAsaAma,Cisco ASA/FTD via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoASA,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoASA/Data%20Connectors/template_CiscoAsaAma.JSON
CiscoDuoSecurity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoDuoSecurity,Cisco Systems,Partner,domains,3.0.4,true,1,CiscoDuoSecurity,Cisco Duo Security,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoDuoSecurity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoDuoSecurity/Data%20Connectors/CiscoDuo_API_FunctionApp.json
CiscoMeraki,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoMeraki,Microsoft Corporation,Microsoft,domains,3.0.3,true,3,CiscoMeraki,[Deprecated] Cisco Meraki,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoMeraki,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoMeraki/Data%20Connectors/Connector_Syslog_CiscoMeraki.json
CiscoMeraki,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoMeraki,Microsoft Corporation,Microsoft,domains,3.0.3,true,3,CiscoMeraki(usingRESTAPI),Cisco Meraki (using REST API),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoMeraki,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoMeraki/Data%20Connectors/CiscoMerakiNativePollerConnector/azuredeploy_Cisco_Meraki_native_poller_connector.json
CiscoMeraki,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoMeraki,Microsoft Corporation,Microsoft,domains,3.0.3,true,3,CiscoMerakiNativePoller,Cisco Meraki (using REST API),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoMeraki,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoMeraki/Data%20Connectors/CiscoMerakiNativePollerConnector/azuredeploy_Cisco_Meraki_native_poller_connector.json
CiscoSEG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoSEG,Microsoft Corporation,Microsoft,domains,3.0.3,true,2,CiscoSEG,[Deprecated] Cisco Secure Email Gateway via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoSEG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoSEG/Data%20Connectors/Connector_Cisco_SEG_CEF.json
CiscoSEG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoSEG,Microsoft Corporation,Microsoft,domains,3.0.3,true,2,CiscoSEGAma,[Deprecated] Cisco Secure Email Gateway via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoSEG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoSEG/Data%20Connectors/template_CiscoSEGAMA.json
CiscoUmbrella,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoUmbrella,Microsoft Corporation,Microsoft,domains,3.0.3,true,2,CiscoUmbrellaDataConnector,Cisco Cloud Security,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoUmbrella,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoUmbrella/Data%20Connectors/CiscoUmbrella_API_FunctionApp.json
CiscoUmbrella,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoUmbrella,Microsoft Corporation,Microsoft,domains,3.0.3,true,2,CiscoUmbrellaDataConnectorelasticpremium,Cisco Cloud Security (using elastic premium plan),Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoUmbrella,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoUmbrella/Data%20Connectors/CiscoUmbrella_API_FunctionApp_elasticpremium.json
