"table_name","column_name","column_type","description"
"AADDomainServicesPolicyChange","DisabledPrivilegeList","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","DnsName","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","DomainBehaviorVersion","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","DomainName","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","DomainPolicyChanged","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","DomainSid","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","EnabledPrivilegeList","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","EntryType","int","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","EventSourceId","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","Flags","int","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","ForceLogoff","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","ForestRoot","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","ForestRootSid","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","HandleId","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
"AADDomainServicesPolicyChange","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"AADDomainServicesPolicyChange","KerberosPolicyChange","string","The context of this field is dependent on the Windows Event being emitted, represented in the OperationName. Please see the Windows Server description of this event for the meaning of this field."
