parser_name,equivalent_builtin,schema,schema_version,parser_type,parser_title,parser_version,parser_last_updated,product_name,description,tables,sub_parsers,parser_params,references,source_file,github_url
vimAuditEventCiscoMeraki,_Im_AuditEvent_CiscoMeraki,AuditEvent,0.1,source,Audit Event ASIM parser for Cisco Meraki,0.2.1,"Jun 11, 2024",Cisco Meraki,"This ASIM parser supports normalizing Cisco Meraki logs ingested in 'meraki_CL' table  to the ASIM Audit Event normalized schema. Cisco Meraki events are generated from network activity and security events from Meraki devices such as firewalls, switches, and access points. These logs are captured through the Cisco Meraki Sentinel connector which uses a Linux agent to collect logs in Syslog format.",Operation;meraki_CL,,disabled:bool=False;starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;actorusername_has_any:dynamic=dynamic([]);object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]),[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM);[Cisco Meraki Documentation](https://documentation.meraki.com/General_Administration/Monitoring_and_Reporting/Syslog_Event_Types_and_Log_Samples),Parsers\ASimAuditEvent\Parsers\vimAuditEventCiscoMeraki.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventCiscoMeraki.yaml
vimAuditEventCiscoMerakiSyslog,_Im_AuditEvent_CiscoMerakiSyslog,AuditEvent,0.1,source,Audit Event ASIM parser for Cisco Meraki,0.2.1,"Jun 1, 2024",Cisco Meraki,"This ASIM parser supports normalizing Cisco Meraki logs ingested in 'Syslog' table to the ASIM Audit Event normalized schema. Cisco Meraki events are generated from network activity and security events from Meraki devices such as firewalls, switches, and access points. These logs are captured through the Cisco Meraki Sentinel connector which uses a Linux agent to collect logs in Syslog format.",Operation;Syslog,,disabled:bool=False;starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;actorusername_has_any:dynamic=dynamic([]);object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]),[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM);[Cisco Meraki Documentation](https://documentation.meraki.com/General_Administration/Monitoring_and_Reporting/Syslog_Event_Types_and_Log_Samples),Parsers\ASimAuditEvent\Parsers\vimAuditEventCiscoMerakiSyslog.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventCiscoMerakiSyslog.yaml
vimAuditEventCrowdStrikeFalconHost,_Im_AuditEvent_CrowdStrikeFalconHost,AuditEvent,0.1,source,Audit Event ASIM parser for CrowdStrike Falcon Endpoint Protection,0.1.0,Oct 30 2023,CrowdStrike Falcon Endpoint Protection,This ASIM parser supports normalizing CrowdStrike Falcon Endpoint Protection logs to the ASIM Audit Event normalized schema. These events are captured through CrowdStrike Falcon Endpoint Protection data connector which allows you to easily connect your CrowdStrike Falcon Event Stream with Microsoft Sentinel.,CommonSecurityLog,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;actorusername_has_any:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM);[CrowdStrike Falcon Endpoint Protection Documentation](https://falcon.us-2.crowdstrike.com/documentation/page/d88d9ed6/streaming-api-event-dictionary https://falcon.us-2.crowdstrike.com/documentation/page/eb1587d1/siem-connector#mc98af8f),Parsers\ASimAuditEvent\Parsers\vimAuditEventCrowdStrikeFalconHost.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventCrowdStrikeFalconHost.yaml
vimAuditEventEmpty,_Im_AuditEvent_Empty,AuditEvent,0.1,empty,Audit event ASIM schema function,0.2,Dec 19 2022,Microsoft,This function returns an empty ASIM Audit Event schema.,,,,[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimAuditEvent\Parsers\vimAuditEventEmpty.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventEmpty.yaml
vimAuditEventIllumioSaaSCore,_Im_AuditEvent_IllumioSaaSCore,AuditEvent,0.1,source,Audit Event ASIM parser for Illumio SaaS Core audit events,0.2.1,"Aug 20, 2024",Illumio Core,This ASIM parser supports normalizing Illumio Core audit events logs ingested in 'Illumio_Auditable_Events_CL' table to the ASIM Audit Event schema.,Illumio_Auditable_Events_CL,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);actorusername_has_any:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM);[Illumio Core API schema](https://docs.illumio.com/core/24.1/Content/Guides/events-administration/events-described/list-of-event-types.htm),Parsers\ASimAuditEvent\Parsers\vimAuditEventIllumioSaaSCore.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventIllumioSaaSCore.yaml
vimAuditEventInfbloxBloxOne,_Im_AuditEvent_InfobloxBloxOne,AuditEvent,0.1,source,AuditEvent ASIM parser for Infoblox BloxOne,0.1.0,"Sep 11, 2024",Infoblox BloxOne,This ASIM parser supports normalizing AuditEvent logs from Infoblox BloxOne to the ASIM AuditEvent normalized schema. These events are captured through the Azure Monitor Agent (AMA) which are sent by the Data Connector Service of Infoblox BloxOne.,CommonSecurityLog,,disabled:bool=False;starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;actorusername_has_any:dynamic=dynamic([]);object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]),[ASIM AuditEvent Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM);[Infoblox BloxOne Documentation](https://docs.infoblox.com/space/BloxOneThreatDefense),Parsers\ASimAuditEvent\Parsers\vimAuditEventInfobloxBloxOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventInfobloxBloxOne.yaml
vimAuditEventMicrosoftEvent,_Im_AuditEvent_MicrosoftEvent,AuditEvent,0.1,source,Audit Event ASIM filtering parser for Microsoft Windows Events audit events,0.2.1,"Jun 7, 2024",Microsoft Windows,This ASIM parser supports normalizing Microsoft Windows Events audit events (1102) logs ingested in 'Event' table to the ASIM Audit Event schema.,Event;Operation;Update;WindowsFirewall,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);actorusername_has_any:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM);[Office 365 Management Activity API schema](https://docs.microsoft.com/office/office-365-management-api/office-365-management-activity-api-schema#sharepoint-file-operations),Parsers\ASimAuditEvent\Parsers\vimAuditEventMicrosoftEvent.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventMicrosoftEvent.yaml
vimAuditEventMicrosoftExchangeAdmin365,_Im_AuditEvent_MicrosoftExchangeAdmin365,AuditEvent,0.1.0,source,Audit Event ASIM filtering parser for Microsoft Exchange 365 administrative activity,0.2,Feb 19 2023,Microsoft SharePoint,This ASIM parser supports filtering and normalizing Microsoft Exchange 365 administrative activity in the OfficeActivity table to the ASIM Audit Event schema.,OfficeActivity,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);actorusername_has_any:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM);[Office 365 Management Activity API schema](https://docs.microsoft.com/office/office-365-management-api/office-365-management-activity-api-schema#sharepoint-file-operations),Parsers\ASimAuditEvent\Parsers\vimAuditEventMicrosoftExchangeAdmin365.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventMicrosoftExchangeAdmin365.yaml
vimAuditEventMicrosoftSecurityEvents,_Im_AuditEvent_MicrosoftSecurityEvents,AuditEvent,0.1,source,Audit Event ASIM filtering parser for Microsoft Windows Events audit events,0.2.1,"Jun 7, 2024",Microsoft Windows,This ASIM parser supports normalizing Microsoft Windows Events audit events (1102) logs ingested in 'SecurityEvent' table to the ASIM Audit Event schema.,Event;Operation;SecurityEvent;Update;WindowsFirewall,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);actorusername_has_any:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM);[Office 365 Management Activity API schema](https://docs.microsoft.com/office/office-365-management-api/office-365-management-activity-api-schema#sharepoint-file-operations),Parsers\ASimAuditEvent\Parsers\vimAuditEventMicrosoftSecurityEvents.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventMicrosoftSecurityEvents.yaml
vimAuditEventMicrosoftWindowsEvents,_Im_AuditEvent_MicrosoftWindowsEvents,AuditEvent,0.1,source,Audit Event ASIM filtering parser for Microsoft Windows Events audit events,0.2.1,"Jun 7, 2024",Microsoft Windows,This ASIM parser supports normalizing Microsoft Windows Events audit events (1102) logs ingested in 'WindowsEvent' table to the ASIM Audit Event schema.,Event;Operation;Update;WindowsEvent;WindowsFirewall,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);actorusername_has_any:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM);[Office 365 Management Activity API schema](https://docs.microsoft.com/office/office-365-management-api/office-365-management-activity-api-schema#sharepoint-file-operations),Parsers\ASimAuditEvent\Parsers\vimAuditEventMicrosoftWindowsEvents.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventMicrosoftWindowsEvents.yaml
vimAuditEventNative,_Im_AuditEvent_Native,AuditEvent,0.1,source,Audit Event ASIM filtering parser for Microsoft Sentinel native Audit Event table,0.1.0,"Dec 13, 2024",Native,"This ASIM parser supports filtering and normalizing the native Microsoft Sentinel Audit Event table (ASimAuditEventLogs) to the ASIM Audit Event normalized schema. While the native table is ASIM compliant, the parser is needed to add capabilities, such as aliases, available only at query time.",ASimAuditEventLogs,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);actorusername_has_any:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimAuditEvent\Parsers\vimAuditEventNative.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventNative.yaml
vimAuditEventSentinelOne,_Im_AuditEvent_SentinelOne,AuditEvent,0.1,source,Audit Event ASIM parser for SentinelOne,0.1.0,Oct 05 2023,SentinelOne,"This ASIM parser supports normalizing SentinelOne logs to the ASIM Audit Event normalized schema. SentinelOne events are captured through SentinelOne data connector which ingests SentinelOne server objects such as Threats, Agents, Applications, Activities, Policies, Groups, and more events into Microsoft Sentinel through the REST API.",Event;Operation;SentinelOne_CL,,disabled:bool=False;starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;actorusername_has_any:dynamic=dynamic([]);object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]),[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM);[SentinelOne documentation](https://<SOneInstanceDomain>.sentinelone.net/api-doc/overview),Parsers\ASimAuditEvent\Parsers\vimAuditEventSentinelOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventSentinelOne.yaml
vimAuditEventVectraXDRAudit,_Im_AuditEvent_VectraXDRAudit,AuditEvent,0.1.0,source,Audit Event ASIM filtering parser for Vectra XDR Audit Logs Event,0.1.1,"Sept 18, 2023",Vectra,This ASIM parser supports filtering and normalizing Vectra XDR Audit Logs Event in the Audits_Data_CL table to the ASIM Audit Event schema.,Audits_Data_CL,,disabled:bool=False;eventresult:string=*;starttime:datetime=datetime(null);endtime:datetime=datetime(null);actorusername_has_any:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);object_has_any:dynamic=dynamic([]),[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimAuditEvent\Parsers\vimAuditEventVectraXDRAudit.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventVectraXDRAudit.yaml
vimAuditEventVMwareCarbonBlackCloud,_Im_AuditEvent_VMwareCarbonBlackCloud,AuditEvent,0.1,source,Audit Event ASIM parser for VMware Carbon Black Cloud,0.2.0,Jan 31 2024,VMware Carbon Black Cloud,"This ASIM parser supports normalizing VMware Carbon Black Cloud logs to the ASIM Audit Event normalized schema. VMware Carbon Black Cloud events are captured through VMware Carbon Black Cloud data connector which ingests Carbon Black Audit, Notification and Event data into Microsoft Sentinel through the REST API.",CarbonBlackAuditLogs_CL;Operation;alert;update,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresult:string=*;actorusername_has_any:dynamic=dynamic([]);operation_has_any:dynamic=dynamic([]);object_has_any:dynamic=dynamic([]);newvalue_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Audit Event Schema](https://aka.ms/ASimAuditEventDoc);[ASIM](https://aka.ms/AboutASIM);[VMware Carbon Black Cloud documentation](https://developer.carbonblack.com/reference/carbon-black-cloud/data-forwarder/schema/latest/endpoint.event-1.0.0/ https://developer.carbonblack.com/reference/cb-threathunter/latest/event-search-fields/),Parsers\ASimAuditEvent\Parsers\vimAuditEventVMwareCarbonBlackCloud.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuditEvent/Parsers/vimAuditEventVMwareCarbonBlackCloud.yaml
ASimAuthentication,_ASim_Authentication,Authentication,0.1.0,union,Authentication ASIM parser,0.2.6,"Dec 10, 2024",Source agnostic,This ASIM parser supports normalizing Authentication logs from all supported sources to the ASIM Authentication normalized schema.ParserName: ASimAuthentication,,_Im_Authentication_Empty;_ASim_Authentication_AADManagedIdentitySignInLogs;_ASim_Authentication_AADNonInteractiveUserSignInLogs;_ASim_Authentication_AADServicePrincipalSignInLogs;_ASim_Authentication_AWSCloudTrail;_ASim_Authentication_BarracudaWAF;_ASim_Authentication_CiscoASA;_ASim_Authentication_CiscoISE;_ASim_Authentication_CiscoMeraki;_ASim_Authentication_CiscoMerakiSyslog;_ASim_Authentication_M365Defender;_ASim_Authentication_MD4IoT;_ASim_Authentication_MicrosoftWindowsEvent;_ASim_Authentication_MicrosoftSecurityEvents;_ASim_Authentication_OktaSSO;_ASim_Authentication_OktaV2;_ASim_Authentication_PostgreSQL;_ASim_Authentication_SigninLogs;_ASim_Authentication_Sshd;_ASim_Authentication_Su;_ASim_Authentication_Sudo;_ASim_Authentication_VectraXDRAudit;_ASim_Authentication_SentinelOne;_ASim_Authentication_PaloAltoCortexDataLake;_ASim_Authentication_VMwareCarbonBlackCloud;_ASim_Authentication_CrowdStrikeFalconHost;_ASim_Authentication_GoogleWorkspace;_ASim_Authentication_SalesforceSC;_ASim_Authentication_IllumioSaaSCore;_ASim_Authentication_Native,disabled:bool=False,[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimAuthentication\Parsers\ASimAuthentication.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/ASimAuthentication.yaml
ASimAuthenticationAADManagedIdentitySignInLogs,_ASim_Authentication_AADManagedIdentitySignInLogs,Authentication,0.1.0',source,Authentication ASIM parser for Microsoft Entra ID managed identity sign-in logs,0.2.2,Mar 20 2024,Microsoft Entra ID,"This ASIM parser supports normalizing Microsoft Entra ID Managed Identity sign in logs, stored in the  AADManagedIdentitySignInLogs table, to the ASIM Authentication schema.ParserName: ASimAuthenticationAADManagedIdentitySignInLogs",AADManagedIdentitySignInLogs,,disabled:bool=False,[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimAuthentication\Parsers\ASimAuthenticationAADManagedIdentity.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/ASimAuthenticationAADManagedIdentity.yaml
ASimAuthenticationAADNonInteractiveUserSignInLogs,_ASim_Authentication_AADNonInteractiveUserSignInLogs,Authentication,0.1.0,source,Authentication ASIM parser for Microsoft Entra ID non-interactive sign-in logs,0.2.2,Mar 19 2024,Microsoft Entra ID,"This ASIM parser supports normalizing Microsoft Entra ID Non Interactive sign in logs, stored in the AADNonInteractiveUserSignInLogs table, to the ASIM Authentication schema.",AADNonInteractiveUserSignInLogs,,disabled:bool=False,[Using functions](https://docs.microsoft.com/azure/azure-monitor/log-query/function);[Authentication schema documentation](https://aka.ms/ASimAuthenticationDoc),Parsers\ASimAuthentication\Parsers\ASimAuthenticationAADNonInteractive.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/ASimAuthenticationAADNonInteractive.yaml
