sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2020981,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit kit targeting vulnerabilities in Flash content, which is commonly leveraged for initial access to compromise systems through malicious web traffic.",ext to int,,,,,,8,Malware,"The rule detects a successful exploit attempt related to an exploit kit, indicating a high potential for compromise.","exploit,flash,kit,http"
2020982,Initial Access,Drive-by Compromise,T1189,Exploit Public-Facing Application,T1190,The rule detects an exploit kit targeting a vulnerability in a public-facing application (SilverLight) to gain initial access to the network.,ext to int,,,,,,8,Zero-Day Exploits,"The rule detects a specific exploit kit, indicating a successful compromise attempt through an established connection, which poses a significant threat to the network.","exploit,http,response,kit"
2022070,Initial Access,Drive-by Compromise,T1189,Malicious Redirect,T1203.003,"The rule detects potential malicious redirection to exploit kits, which is commonly used during the initial access phase of an attack where users are unknowingly redirected to malicious sites that exploit vulnerabilities.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects a potential exploit kit redirection, indicating a successful compromise may be occurring, which elevates the threat level.","redirector,exploit,malvertising,web,Redirector**"
2022071,Initial Access,Drive-by Compromise,T1189,Malicious Redirects,T1071.001,"The rule detects potential malicious redirection to exploit kits, which is a common method for initial access through compromised websites or malvertising.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects a potential exploit kit redirection, indicating a successful compromise may occur if further malicious activity follows.","redirector,exploitkit,malvertising,client,Redirector**"
2022135,Initial Access,Drive-by Compromise,T1189,Exploit Public-Facing Application,T1190,"The rule detects potential exploits from the Nuclear Exploit Kit targeting client systems, indicating an attempt to gain initial access through vulnerabilities in public-facing applications, particularly via HTTP connections.",ext to int,,,,,,8,Malware,"The rule detects a potential payload from the Nuclear Exploit Kit, indicating a successful compromise attempt with high severity, warranting further investigation.","exploit,payload,nuclear,http,Exploit_Kit, Nuclear**"
2024345,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic indicative of an exploit kit being delivered to a client endpoint, which aligns with the Initial Access phase where attackers exploit vulnerabilities in public-facing applications to gain entry.",ext to int,,,,,,8,Malware,"The rule detects a payload from an exploit kit that indicates a successful compromise and potential malware delivery, warranting a high impact score.","exploit,http,payload,client,Exploit_Kit_Terror**"
2024414,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects exploitation attempts from the RIG Exploit Kit, which is designed to compromise client systems via vulnerabilities in public-facing applications, indicating an initial access phase of the attack.",ext to int,,,,,,8,Malware,"The rule detects a potential successful exploitation by the RIG Exploit Kit, which can compromise client systems and deliver malware.","exploit,payload,client,http"
2810947,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit kit that targets vulnerabilities in web applications, indicating an attempt to gain initial access through exploitation.",ext to int,,,,,,8,Zero-Day Exploits,"The rule detects a successful exploit attempt via an exploit kit, which indicates a high potential for compromise and exploitation of vulnerabilities in client systems.","exploitkit,http,response,silverlight"
2814167,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects potential exploitation attempts using the Nuclear Exploit Kit, which targets vulnerabilities in client applications, specifically Adobe Flash, to gain initial access to the system.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule detects a potential successful exploitation attempt via the Nuclear Exploit Kit, which is known for delivering malware to compromised systems.","exploit,nuclear,flash,client,Exploit_Kit, Nuclear**"
2825028,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects potential exploitation of vulnerabilities in client applications via an exploit kit, indicating an initial access attempt to compromise the system.",ext to int,,,,,,7,Malware,"The rule detects a possible payload from the Sundown Exploit Kit, indicating a successful compromise is likely if the payload is executed.","exploit,payload,http,kit,Exploit_Kit_Sundown**"
2826244,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic indicative of an exploit kit, specifically targeting vulnerabilities in web applications to gain initial access to the client endpoint.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects an exploit kit landing page, indicating a successful compromise attempt that could lead to further exploitation and persistent threats.","exploit,http,payload,detection,Exploit_Kit_Astrum**"
2826245,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic associated with an exploit kit, specifically targeting vulnerabilities in web applications, which is indicative of initial access attempts by attackers.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule detects a specific exploit kit (Astrum EK) which is associated with successful compromises and targeted attacks, indicating a high potential security impact.","exploit,kit,http,client,Exploit_Kit_Astrum**"
2024020,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The RIG Exploit Kit targets vulnerabilities in client applications through HTTP connections, aiming to compromise systems during the initial access phase.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects potential exploitation attempts by the RIG exploit kit, which is known for delivering malware and can lead to successful compromises if not mitigated.","exploitkit,http,client,uri,Exploit_kit_RIG**"
2024049,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects attempts to exploit vulnerabilities in client applications via the RIG Exploit Kit, which is commonly used to gain initial access to systems by exploiting public-facing applications.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects potential exploitation attempts from an external source targeting internal clients, indicating a successful compromise could occur if the exploit is executed.","exploit,http,rig,client,Exploit_kit_RIG**"
2815182,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects the Nuclear Exploit Kit, which is designed to compromise client systems through vulnerabilities in public-facing applications, indicating an initial access attempt.",ext to int,,,,,,7,Malware,"The rule detects a landing page for the Nuclear Exploit Kit, which is a sophisticated malware delivery framework that can lead to successful compromises if the target is vulnerable.","exploit,landing,http,nuclear,Exploit_Kit, Nuclear**"
