sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2101973,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an attempt to exploit a vulnerability in the FTP service, specifically targeting the MKD command, which indicates an initial access attempt through a public-facing application.",ext to int,CVE-1999-0911,8/27/99 4:00,10,10,"Buffer overflow in ProFTPD, wu-ftpd, and beroftpd allows remote attackers to gain root access via a series of MKD and CWD commands that create nested directories.",6,Advanced Persistent Threats (APTs),"The rule detects an overflow attempt which indicates a successful compromise is possible, thus warranting a higher impact score.","ftp,overflow,attempt,exploit"
2101974,Exploitation,Exploitation,TA0040,Exploitation of Remote Services,T1203,"The rule detects an overflow attempt in the FTP service, indicating an active exploitation of a vulnerability in a remote service.",ext to int,CVE-2001-0826,12/6/01 5:00,6.4,10,"Buffer overflows in CesarFTPD 0.98b allows remote attackers to execute arbitrary commands via long arguments to (1) HELP, (2) USER, (3) PASS, (4) PORT, (5) DELE, (6) REST, (7) RMD, or (8) MKD.",6,Advanced Persistent Threats (APTs),"The rule detects a specific overflow attempt that could lead to a successful compromise of the FTP service, indicating a higher impact.","ftp,overflow,attempt,exploit"
2101975,Execution,Exploitation,TA0040,Exploitation for Client Execution,T1203,"The rule detects an overflow attempt in the FTP service, indicating an exploitation attempt that may lead to code execution.",ext to int,CVE-2001-0826,12/6/01 5:00,6.4,10,"Buffer overflows in CesarFTPD 0.98b allows remote attackers to execute arbitrary commands via long arguments to (1) HELP, (2) USER, (3) PASS, (4) PORT, (5) DELE, (6) REST, (7) RMD, or (8) MKD.",6,Advanced Persistent Threats (APTs),"The rule detects an attempted overflow exploit in the FTP service, indicating a successful compromise attempt.","ftp,overflow,attempt,exploit"
2101976,Initial Access,Exploitation,TA0040,Exploitation of Remote Services,T1210,"The rule detects an overflow attempt on the FTP service, which indicates an exploitation attempt to gain initial access to the system.",ext to int,CVE-2000-0133,2/1/00 5:00,10,10,"Buffer overflows in Tiny FTPd 0.52 beta3 FTP server allows users to execute commands via the STOR, RNTO, MKD, XMKD, RMD, XRMD, APPE, SIZE, and RNFR commands.",6,Advanced Persistent Threats (APTs),"The rule detects an overflow attempt that could lead to a successful compromise of the FTP service, indicating a higher impact on security.","ftp,overflow,attempt,exploit"
2101992,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects a directory traversal attempt in the FTP service, which is a method of exploiting vulnerabilities in public-facing applications to gain unauthorized access.",ext to int,CVE-2001-0680,9/20/01 4:00,2.9,10,"Directory traversal vulnerability in ftpd in QPC QVT/Net 4.0 and AVT/Term 5.0 allows a remote attacker to traverse directories on the web server via a ""dot dot"" attack in a LIST (ls) command.",6,Data Breach,"The rule detects a directory traversal attempt which can lead to unauthorized access to sensitive files, indicating a successful compromise.","ftp,traversal,attack,exploit"
2102125,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects an FTP command that indicates an attempt to exploit directory traversal vulnerabilities, allowing an attacker to access restricted directories, which aligns with initial access through exploitation.",ext to int,CVE-2003-0392,7/2/03 4:00,4.9,10,Directory traversal vulnerability in ST FTP Service 3.0 allows remote attackers to list arbitrary directories via a CD command with a DoS drive letter argument (e.g. E:).,6,Advanced Persistent Threats (APTs),"The rule detects a directory traversal attempt, indicating a successful compromise potential that could lead to unauthorized access.","ftp,transversal,exploit,cwd"
2102373,Initial Access,Exploitation for Client Execution,T1203,Exploitation of Vulnerability,T1203.001,"The rule detects an overflow attempt in the FTP service, indicating exploitation of a vulnerability to gain initial access to the system.",ext to int,CVE-2000-0133,2/1/00 5:00,10,10,"Buffer overflows in Tiny FTPd 0.52 beta3 FTP server allows users to execute commands via the STOR, RNTO, MKD, XMKD, RMD, XRMD, APPE, SIZE, and RNFR commands.",6,Malware,The rule detects an overflow attempt which indicates a potential successful compromise.,"ftp,overflow,attempt,exploit"
2102374,Initial Access,Exploitation for Client Execution,T1203,Exploitation of Vulnerability,T1203.001,"The rule detects an overflow attempt in the FTP service which indicates an exploitation attempt targeting a known vulnerability, allowing for potential initial access.",ext to int,CVE-1999-1544,1/24/99 5:00,2.9,10,Buffer overflow in FTP server in Microsoft IIS 3.0 and 4.0 allows local and sometimes remote attackers to cause a denial of service via a long NLST (ls) command.,6,Malware,The rule detects an overflow attempt that could lead to a successful compromise of the FTP service.,"ftp,overflow,exploit,attempt"
2102389,Initial Access,Exploitation,TA0041,Exploitation of Remote Services,T1210,"The rule detects attempts to exploit the FTP RNTO command, indicating an initial access attempt through a vulnerability in a remote service.",ext to int,CVE-2000-0133,2/1/00 5:00,10,10,"Buffer overflows in Tiny FTPd 0.52 beta3 FTP server allows users to execute commands via the STOR, RNTO, MKD, XMKD, RMD, XRMD, APPE, SIZE, and RNFR commands.",6,Advanced Persistent Threats (APTs),"The rule detects an attempted overflow exploit on the FTP service, indicating a successful compromise attempt.","ftp,overflow,attempt,exploit"
2102390,Execution,Execution,TA0002,Command-Line Interface,T1059,"The rule detects an overflow attempt in the FTP service related to the STOU command, which may indicate exploitation of a vulnerability to execute arbitrary commands.",ext to int,CVE-2003-0466,8/27/03 4:00,5.9,3.9,"Off-by-one error in the fb_realpath() function, as derived from the realpath function in BSD, may allow attackers to execute arbitrary code, as demonstrated in wu-ftpd 2.5.0 through 2.6.2 via commands that cause pathnames of length MAXPATHLEN+1 to trigger a buffer overflow, including (1) STOR, (2) RETR, (3) APPE, (4) DELE, (5) MKD, (6) RMD, (7) STOU, or (8) RNTO.",7,Malware,The rule detects an overflow attempt related to a known vulnerability (CVE-2003-0466) that could lead to a successful compromise.,"ftp,overflow,attempt,exploit"
2102391,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation of Vulnerability,T1203,"The rule detects an overflow attempt in the FTP service, indicating an exploit targeting a vulnerability in a publicly accessible application, which aligns with initial access tactics.",ext to int,CVE-2000-0133,2/1/00 5:00,10,10,"Buffer overflows in Tiny FTPd 0.52 beta3 FTP server allows users to execute commands via the STOR, RNTO, MKD, XMKD, RMD, XRMD, APPE, SIZE, and RNFR commands.",6,Advanced Persistent Threats (APTs),"The rule detects an attempted overflow exploit on the FTP service, indicating a successful compromise attempt.","overflow,ftp,attempt,exploit"
2102392,Initial Access,Exploitation for Client Execution,T1203,Exploitation of Remote Services,T1210,"The rule detects an overflow attempt during an FTP RETR command, indicating an exploit targeting the FTP service to gain initial access.",ext to int,CVE-2003-0466,8/27/03 4:00,5.9,3.9,"Off-by-one error in the fb_realpath() function, as derived from the realpath function in BSD, may allow attackers to execute arbitrary code, as demonstrated in wu-ftpd 2.5.0 through 2.6.2 via commands that cause pathnames of length MAXPATHLEN+1 to trigger a buffer overflow, including (1) STOR, (2) RETR, (3) APPE, (4) DELE, (5) MKD, (6) RMD, (7) STOU, or (8) RNTO.",7,Malware,"The rule detects an overflow attempt, indicating a successful compromise of the FTP service could lead to remote code execution.","ftp,overflow,attempt,exploit"
