2022-05-18 11:50:50.361 event=audit-configuration-change; audit-enabled; success=true; user=senitized@senitized; roles=admin;
2022-07-04 00:32:00.198 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656919920/host-raw.xml; database=Meters; success=true;
2022-07-04 00:33:00.258 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656919980/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:33:00.280 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656919980/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:33:00.296 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656919980/server-raw.xml; database=Meters; success=true;
2022-07-04 00:33:00.300 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656919980/host-raw.xml; database=Meters; success=true;
2022-07-04 00:34:00.275 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-hour.xml; database=Meters; success=true;
2022-07-04 00:34:00.296 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 00:34:00.300 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 00:34:00.316 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920040/host-raw.xml; database=Meters; success=true;
2022-07-04 00:34:00.318 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-hour.xml; database=Meters; success=true;
2022-07-04 00:34:00.337 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 00:34:00.353 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920040/server-raw.xml; database=Meters; success=true;
2022-07-04 00:34:00.357 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920040/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:34:00.374 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 00:34:00.378 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-hour.xml; database=Meters; success=true;
2022-07-04 00:34:00.382 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-hour.xml; database=Meters; success=true;
2022-07-04 00:34:00.386 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920040/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:35:00.228 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920100/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:35:00.247 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920100/host-raw.xml; database=Meters; success=true;
2022-07-04 00:35:00.250 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920100/server-raw.xml; database=Meters; success=true;
2022-07-04 00:35:00.253 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920100/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:36:00.109 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920160/server-raw.xml; database=Meters; success=true;
2022-07-04 00:36:00.117 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920160/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:36:00.138 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920160/host-raw.xml; database=Meters; success=true;
2022-07-04 00:36:00.142 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920160/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:37:00.193 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920220/server-raw.xml; database=Meters; success=true;
2022-07-04 00:37:00.199 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920220/host-raw.xml; database=Meters; success=true;
2022-07-04 00:37:00.202 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920220/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:37:00.219 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920220/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:38:00.240 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920280/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:38:00.265 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920280/host-raw.xml; database=Meters; success=true;
2022-07-04 00:38:00.268 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920280/server-raw.xml; database=Meters; success=true;
2022-07-04 00:38:00.272 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920280/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:39:00.202 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920340/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:39:00.223 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920340/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:39:00.239 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920340/server-raw.xml; database=Meters; success=true;
2022-07-04 00:39:00.242 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920340/host-raw.xml; database=Meters; success=true;
2022-07-04 00:40:00.243 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-hour.xml; database=Meters; success=true;
2022-07-04 00:40:00.263 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 00:40:00.267 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 00:40:00.282 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920400/server-raw.xml; database=Meters; success=true;
2022-07-04 00:40:00.286 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920400/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:40:00.301 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-hour.xml; database=Meters; success=true;
2022-07-04 00:40:00.321 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 00:40:00.337 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920400/host-raw.xml; database=Meters; success=true;
2022-07-04 00:40:00.340 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920400/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:40:00.357 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 00:40:00.360 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-hour.xml; database=Meters; success=true;
2022-07-04 00:40:00.364 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-hour.xml; database=Meters; success=true;
2022-07-04 00:41:00.032 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920460/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:41:00.050 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920460/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:41:00.066 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920460/server-raw.xml; database=Meters; success=true;
2022-07-04 00:41:00.072 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920460/host-raw.xml; database=Meters; success=true;
2022-07-04 00:42:00.032 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920520/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:42:00.052 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920520/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:42:00.069 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920520/host-raw.xml; database=Meters; success=true;
2022-07-04 00:42:00.072 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920520/server-raw.xml; database=Meters; success=true;
2022-07-04 00:43:00.211 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920580/server-raw.xml; database=Meters; success=true;
2022-07-04 00:43:00.217 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920580/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:43:00.232 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920580/host-raw.xml; database=Meters; success=true;
2022-07-04 00:43:00.235 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920580/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:44:00.064 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920640/server-raw.xml; database=Meters; success=true;
2022-07-04 00:44:00.070 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920640/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:44:00.087 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920640/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:44:00.103 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920640/host-raw.xml; database=Meters; success=true;
2022-07-04 00:45:00.268 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920700/databases-raw.xml; database=Meters; success=true;
2022-07-04 00:45:00.288 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 00:45:00.293 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920700/forest-raw.xml; database=Meters; success=true;
2022-07-04 00:45:00.314 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 00:45:00.330 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-hour.xml; database=Meters; success=true;
2022-07-04 00:45:00.346 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920700/server-raw.xml; database=Meters; success=true;
2022-07-04 00:45:00.350 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 00:45:00.366 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920700/host-raw.xml; database=Meters; success=true;
2022-07-04 00:45:00.369 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 00:45:00.373 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-hour.xml; database=Meters; success=true;
2022-07-04 00:45:00.377 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-hour.xml; database=Meters; success=true;
2022-07-04 00:45:00.380 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-hour.xml; database=Meters; success=true;
2022-07-04 00:46:00.131 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656920760/forest-raw.xml; database=Meters; success=true;
