OperationName,Level,ActivityStatus,ActivitySubstatus,ResourceGroup,SubscriptionId,CorrelationId,Caller,CallerIpAddress,Category,HTTPRequest,Properties,EventSubmissionTimestamp [UTC],Authorization,ResourceId,OperationId,ResourceProvider,Resource,EventDataId,TimeGenerated [UTC]
Delete Network Interface,Informational,Succeeded,,camila-appgw1,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,8c0ebf61-3343-4b67-8d4c-42308f1712c3,cammart@buildseccxpninja.onmicrosoft.com,,Administrative,,"{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/camila-appgw1/providers/Microsoft.Network/networkInterfaces/Nic3"",
  ""message"": ""Microsoft.Network/networkInterfaces/delete"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:28:01.176 PM","{
  ""action"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw1""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/camila-appgw1/providers/Microsoft.Network/networkInterfaces/Nic3,bcd0156f-4b7c-4e01-a260-393ebb76d120,Microsoft.Network,Nic3,b349d6a3-27c3-45a7-ae65-e4aea66dd86b,"4/26/2021, 5:26:54.110 PM"
Delete Network Interface,Informational,Succeeded,,camila-appgw2,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,fde7daa6-8382-4c76-9842-155826e44a1e,cammart@buildseccxpninja.onmicrosoft.com,,Administrative,,"{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/camila-appgw2/providers/Microsoft.Network/networkInterfaces/Nic2"",
  ""message"": ""Microsoft.Network/networkInterfaces/delete"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:27:50.092 PM","{
  ""action"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw2""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/camila-appgw2/providers/Microsoft.Network/networkInterfaces/Nic2,2f907f4a-ff03-4a56-b743-ed0edcdf814c,Microsoft.Network,Nic2,4ff750e9-71bc-48e5-93c0-652e56ab99a1,"4/26/2021, 5:26:38.408 PM"
Validate Deployment,Informational,Succeeded,OK (HTTP Status Code: 200),camila2,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,a6354e0b-aa04-450d-a634-2b5cc2024566,cammart@buildseccxpninja.onmicrosoft.com,68.49.156.93,Administrative,"{
  ""clientRequestId"": ""0ff77b04-a376-45ce-ac80-031ba9135008"",
  ""clientIpAddress"": ""68.49.156.93"",
  ""method"": ""POST""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila2/providers/Microsoft.Resources/deployments/Microsoft.WafPolicy-20210426132608"",
  ""message"": ""Microsoft.Resources/deployments/validate/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:28:16.145 PM","{
  ""action"": ""Microsoft.Resources/deployments/validate/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila2/providers/Microsoft.Resources/deployments/Microsoft.WafPolicy-20210426132608""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila2/providers/Microsoft.Resources/deployments/Microsoft.WafPolicy-20210426132608,bbf851b8-258a-4d92-b0e1-be7f7140b575,Microsoft Resources,Microsoft.WafPolicy-20210426132608,8b774109-d251-4e88-a5e0-f64f0a59b167,"4/26/2021, 5:26:34.805 PM"
Microsoft.Authorization/policies/modify/action,Informational,Succeeded,,camila2,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,a6354e0b-aa04-450d-a634-2b5cc2024566,cammart@buildseccxpninja.onmicrosoft.com,,Policy,,"{
  ""isComplianceCheck"": ""False"",
  ""resourceLocation"": ""eastus"",
  ""ancestors"": ""ContosoBuildMG,5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b"",
  ""policies"": ""[{\""policyDefinitionId\"":\""/providers/Microsoft.Authorization/policyDefinitions/ea3f2387-9b95-492a-a190-fcdc54f7b070/\"",\""policyDefinitionName\"":\""ea3f2387-9b95-492a-a190-fcdc54f7b070\"",\""policyDefinitionEffect\"":\""modify\"",\""policyAssignmentId\"":\""/providers/Microsoft.Management/managementGroups/ContosoBuildMG/providers/Microsoft.Authorization/policyAssignments/8cdb58d6ced947079bd63c71/\"",\""policyAssignmentName\"":\""8cdb58d6ced947079bd63c71\"",\""policyAssignmentScope\"":\""/providers/Microsoft.Management/managementGroups/ContosoBuildMG\"",\""policyAssignmentParameters\"":{\""tagName\"":{\""value\"":\""createddate\""}},\""policyExemptionIds\"":[]},{\""policyDefinitionId\"":\""/providers/Microsoft.Authorization/policyDefinitions/ea3f2387-9b95-492a-a190-fcdc54f7b070/\"",\""policyDefinitionName\"":\""ea3f2387-9b95-492a-a190-fcdc54f7b070\"",\""policyDefinitionEffect\"":\""modify\"",\""policyAssignmentId\"":\""/providers/Microsoft.Management/managementGroups/ContosoBuildMG/providers/Microsoft.Authorization/policyAssignments/30662a5cc3524fc78a2e178d/\"",\""policyAssignmentName\"":\""30662a5cc3524fc78a2e178d\"",\""policyAssignmentScope\"":\""/providers/Microsoft.Management/managementGroups/ContosoBuildMG\"",\""policyAssignmentParameters\"":{\""tagName\"":{\""value\"":\""owner\""}},\""policyExemptionIds\"":[]}]"",
  ""fields"": ""[{\""operation\"":\""Add\"",\""field\"":\""tags[createddate]\"",\""value\"":\""04/14/2021\""},{\""operation\"":\""Add\"",\""field\"":\""tags[owner]\"",\""value\"":\""cammart\""}]"",
  ""skippedFields"": ""[]"",
  ""conflictingFields"": """",
  ""eventCategory"": ""Policy"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila2/providers/Microsoft.Network/applicationGatewayWebApplicationFirewallPolicies/camila-waf-appgw"",
  ""message"": ""Microsoft.Authorization/policies/modify/action"",
  ""hierarchy"": """"
}","4/26/2021, 5:28:16.145 PM","{
  ""action"": ""Microsoft.Resources/deployments/validate/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila2/providers/Microsoft.Resources/deployments/Microsoft.WafPolicy-20210426132608""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila2/providers/Microsoft.Network/applicationGatewayWebApplicationFirewallPolicies/camila-waf-appgw,bbf851b8-258a-4d92-b0e1-be7f7140b575,Microsoft.Network,camila-waf-appgw,1fd144f9-b0c1-4b1e-b29a-21cbff09ce87,"4/26/2021, 5:26:34.705 PM"
Validate Deployment,Informational,Started,,camila2,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,a6354e0b-aa04-450d-a634-2b5cc2024566,cammart@buildseccxpninja.onmicrosoft.com,68.49.156.93,Administrative,"{
  ""clientRequestId"": ""0ff77b04-a376-45ce-ac80-031ba9135008"",
  ""clientIpAddress"": ""68.49.156.93"",
  ""method"": ""POST""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila2/providers/Microsoft.Resources/deployments/Microsoft.WafPolicy-20210426132608"",
  ""message"": ""Microsoft.Resources/deployments/validate/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:28:16.145 PM","{
  ""action"": ""Microsoft.Resources/deployments/validate/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila2/providers/Microsoft.Resources/deployments/Microsoft.WafPolicy-20210426132608""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila2/providers/Microsoft.Resources/deployments/Microsoft.WafPolicy-20210426132608,bbf851b8-258a-4d92-b0e1-be7f7140b575,Microsoft Resources,Microsoft.WafPolicy-20210426132608,be8d46bc-df34-4309-a3e1-0e4233e2c753,"4/26/2021, 5:26:34.235 PM"
Delete Network Interface,Informational,Succeeded,,camila-appgw2,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,fde7daa6-8382-4c76-9842-155826e44a1e,cammart@buildseccxpninja.onmicrosoft.com,,Administrative,,"{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/camila-appgw2/providers/Microsoft.Network/networkInterfaces/Nic1"",
  ""message"": ""Microsoft.Network/networkInterfaces/delete"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:27:22.154 PM","{
  ""action"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw2""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/camila-appgw2/providers/Microsoft.Network/networkInterfaces/Nic1,fd5f2e9f-f705-4e2c-b594-40c4040842f7,Microsoft.Network,Nic1,97acaf52-b1dd-430c-a9a7-13044baa4c46,"4/26/2021, 5:26:32.231 PM"
Delete Network Interface,Informational,Succeeded,,camila-appgw2,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,fde7daa6-8382-4c76-9842-155826e44a1e,cammart@buildseccxpninja.onmicrosoft.com,,Administrative,,"{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/camila-appgw2/providers/Microsoft.Network/networkInterfaces/Nic3"",
  ""message"": ""Microsoft.Network/networkInterfaces/delete"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:28:18.183 PM","{
  ""action"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw2""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/camila-appgw2/providers/Microsoft.Network/networkInterfaces/Nic3,4977e9f4-7123-4e2d-89d5-e8c675fff107,Microsoft.Network,Nic3,7aca3fef-6159-4406-8573-5dcd383e3df6,"4/26/2021, 5:26:31.695 PM"
Delete resource group,Informational,Accepted,Accepted (HTTP Status Code: 202),camila-appgw1,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,8c0ebf61-3343-4b67-8d4c-42308f1712c3,cammart@buildseccxpninja.onmicrosoft.com,68.49.156.93,Administrative,"{
  ""clientRequestId"": ""0ff6b7c3-ddb5-4905-9b28-0ebeb7028017"",
  ""clientIpAddress"": ""68.49.156.93"",
  ""method"": ""DELETE""
}","{
  ""statusCode"": ""Accepted"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw1"",
  ""message"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:26:25.136 PM","{
  ""action"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw1""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw1,705194c7-0c6c-4cbc-80ad-0d19a80210ac,Microsoft Resources,camila-appgw1,5128d3a9-6f04-4b9d-a56a-ab73c94f8cd6,"4/26/2021, 5:25:51.067 PM"
Delete resource group,Informational,Started,,camila-appgw1,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,8c0ebf61-3343-4b67-8d4c-42308f1712c3,cammart@buildseccxpninja.onmicrosoft.com,68.49.156.93,Administrative,"{
  ""clientRequestId"": ""0ff6b7c3-ddb5-4905-9b28-0ebeb7028017"",
  ""clientIpAddress"": ""68.49.156.93"",
  ""method"": ""DELETE""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw1"",
  ""message"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:26:25.168 PM","{
  ""action"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw1""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw1,705194c7-0c6c-4cbc-80ad-0d19a80210ac,Microsoft Resources,camila-appgw1,679387cb-416d-46d8-bc99-ab3f61c7dd91,"4/26/2021, 5:25:49.627 PM"
List Trigger Callback URL,Informational,Succeeded,OK (HTTP Status Code: 200),ChiSentinel,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,19b8a118-959c-4f57-934f-9fa7680d77a1,ffe300b4-cb65-4eb4-9d60-477cee66dd5e,52.188.218.53,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.188.218.53"",
  ""method"": ""POST""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": ""westus2:2ca2c676-dac4-4f1f-a9ec-f1bdd798c96f"",
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered"",
  ""message"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:27:06.197 PM","{
  ""action"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered,19b8a118-959c-4f57-934f-9fa7680d77a1,Microsoft.Logic,When_Azure_Sentinel_incident_creation_rule_was_triggered,f9a83a54-0790-4b9f-8e48-c4940828135b,"4/26/2021, 5:25:44.316 PM"
List Trigger Callback URL,Informational,Started,,ChiSentinel,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,19b8a118-959c-4f57-934f-9fa7680d77a1,ffe300b4-cb65-4eb4-9d60-477cee66dd5e,52.188.218.53,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.188.218.53"",
  ""method"": ""POST""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered"",
  ""message"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:27:06.197 PM","{
  ""action"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered,19b8a118-959c-4f57-934f-9fa7680d77a1,Microsoft.Logic,When_Azure_Sentinel_incident_creation_rule_was_triggered,5592ded3-23ed-4e60-b3e3-afed9e3e421f,"4/26/2021, 5:25:44.216 PM"
Delete resource group,Informational,Accepted,Accepted (HTTP Status Code: 202),camila-appgw2,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,fde7daa6-8382-4c76-9842-155826e44a1e,cammart@buildseccxpninja.onmicrosoft.com,68.49.156.93,Administrative,"{
  ""clientRequestId"": ""0ff6b7c3-ddb5-4905-9b28-0ebeb702800e"",
  ""clientIpAddress"": ""68.49.156.93"",
  ""method"": ""DELETE""
}","{
  ""statusCode"": ""Accepted"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw2"",
  ""message"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:26:42.132 PM","{
  ""action"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw2""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw2,eaeb0036-17d6-4654-9c57-7d13ad1f30e5,Microsoft Resources,camila-appgw2,e48ba3c0-c400-4ec5-9170-3618941b4ace,"4/26/2021, 5:25:41.455 PM"
Delete resource group,Informational,Started,,camila-appgw2,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,fde7daa6-8382-4c76-9842-155826e44a1e,cammart@buildseccxpninja.onmicrosoft.com,68.49.156.93,Administrative,"{
  ""clientRequestId"": ""0ff6b7c3-ddb5-4905-9b28-0ebeb702800e"",
  ""clientIpAddress"": ""68.49.156.93"",
  ""method"": ""DELETE""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw2"",
  ""message"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:26:42.132 PM","{
  ""action"": ""Microsoft.Resources/subscriptions/resourceGroups/delete"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw2""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/camila-appgw2,eaeb0036-17d6-4654-9c57-7d13ad1f30e5,Microsoft Resources,camila-appgw2,c276655c-847f-4d4a-b266-dddc64c0407c,"4/26/2021, 5:25:40.200 PM"
Update Incidents,Informational,Succeeded,OK (HTTP Status Code: 200),cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,f9d06e74-d83f-4d78-b673-0717e7baa352,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/dd8f5e27-d25d-41f3-b913-da083b6e8469"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:18:50.172 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/dd8f5e27-d25d-41f3-b913-da083b6e8469""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/dd8f5e27-d25d-41f3-b913-da083b6e8469,f9d06e74-d83f-4d78-b673-0717e7baa352,Microsoft.SecurityInsights,dd8f5e27-d25d-41f3-b913-da083b6e8469,322d55d0-e5ad-4f7f-adea-2ad6bf4673d4,"4/26/2021, 5:17:57.021 PM"
Update Incidents,Informational,Started,,cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,f9d06e74-d83f-4d78-b673-0717e7baa352,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/dd8f5e27-d25d-41f3-b913-da083b6e8469"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:18:50.172 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/dd8f5e27-d25d-41f3-b913-da083b6e8469""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/dd8f5e27-d25d-41f3-b913-da083b6e8469,f9d06e74-d83f-4d78-b673-0717e7baa352,Microsoft.SecurityInsights,dd8f5e27-d25d-41f3-b913-da083b6e8469,f1d59db7-ddd7-416a-abba-8a81b7f1da35,"4/26/2021, 5:17:56.781 PM"
Start Virtual Machine Scale Set,Informational,Succeeded,,CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,5d2d7375-22b5-4a89-90a7-b70227acdc38,inwafula@buildseccxpninja.onmicrosoft.com,,Administrative,,"{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Compute/virtualMachineScaleSets/iwcefops-vmss"",
  ""message"": ""Microsoft.Compute/virtualMachineScaleSets/start/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:18:38.116 PM","{
  ""action"": ""Microsoft.Compute/virtualMachineScaleSets/start/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Compute/virtualMachineScaleSets/iwcefops-vmss""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Compute/virtualMachineScaleSets/iwcefops-vmss,d29c2be3-a324-457c-a135-aca42583aedf,Microsoft.Compute,iwcefops-vmss,c95ebb5c-28d0-433b-95b4-3d747e062678,"4/26/2021, 5:17:55.934 PM"
